Country Name,Year,Agricultural irrigated land (% of total agricultural land),Agricultural land (% of land area),"Agriculture, forestry, and fishing, value added (% of GDP)",Arable land (% of land area),Cereal yield (kg per hectare),Crop production index (2014-2016 = 100),Fertilizer consumption (kilograms per hectare of arable land),Food production index (2014-2016 = 100),Forest area (% of land area),Forest area (sq. km),Land area (sq. km),Livestock production index (2014-2016 = 100),Permanent cropland (% of land area),Rural population,Rural population (% of total population),Surface area (sq. km),Access to electricity (% of population),"Annual freshwater withdrawals, total (% of internal resources)",CPIA public sector management and institutions cluster average (1=low to 6=high),Ease of doing business rank (1=most business-friendly regulations),Electric power consumption (kWh per capita),Energy use (kg of oil equivalent per capita),Land area where elevation is below 5 meters (% of total land area),"Mortality rate, under-5 (per 1,000 live births)",Population growth (annual %),Population in urban agglomerations of more than 1 million (% of total population),Population living in areas where elevation is below 5 meters (% of total population),"Population, total",Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),"Prevalence of underweight, weight for age (% of children under 5)","Primary completion rate, total (% of relevant age group)",Renewable electricity output (% of total electricity output),Renewable energy consumption (% of total final energy consumption),"School enrollment, primary and secondary (gross), gender parity index (GPI)",Urban population,Urban population (% of total population),"Adjusted net savings, including particulate emission damage (% of GNI)","Central government debt, total (% of GDP)","Current account balance (BoP, current US$)",Expense (% of GDP),Exports of goods and services (% of GDP),External debt stocks (% of GNI),"External debt stocks, total (DOD, current US$)",GDP (current US$),GDP growth (annual %),"GNI per capita, PPP (current international $)","GNI, PPP (current international $)","Grants, excluding technical cooperation (BoP, current US$)",Gross savings (% of GDP),Imports of goods and services (% of GDP),"Industry (including construction), value added (% of GDP)","Inflation, consumer prices (annual %)",Medium and high-tech manufacturing value added (% manufacturing value added),Net ODA received (% of GNI),Net ODA received per capita (current US$),Net official development assistance received (current US$),Price level ratio of PPP conversion factor (GDP) to market exchange rate,"Revenue, excluding grants (% of GDP)",Short-term debt (% of total reserves),"Technical cooperation grants (BoP, current US$)","Total debt service (% of exports of goods, services and primary income)","Total reserves (includes gold, current US$)","Children out of school, primary, female","Children out of school, primary, male","Government expenditure on education, total (% of GDP)","Government expenditure per student, primary (% of GDP per capita)","Government expenditure per student, secondary (% of GDP per capita)","Government expenditure per student, tertiary (% of GDP per capita)","Gross intake ratio in first grade of primary education, female (% of relevant age group)","Gross intake ratio in first grade of primary education, male (% of relevant age group)","Labor force, female (% of total labor force)","Labor force, total","Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, adult total (% of people ages 15 and above)","Literacy rate, youth female (% of females ages 15-24)","Literacy rate, youth male (% of males ages 15-24)","Literacy rate, youth total (% of people ages 15-24)","Persistence to last grade of primary, female (% of cohort)","Persistence to last grade of primary, male (% of cohort)",Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),"Progression to secondary school, female (%)","Progression to secondary school, male (%)","Pupil-teacher ratio, primary","Repeaters, primary, female (% of female enrollment)","Repeaters, primary, male (% of male enrollment)","School enrollment, preprimary (% gross)","School enrollment, primary (% gross)","School enrollment, primary (% net)","School enrollment, primary (gross), gender parity index (GPI)","School enrollment, secondary (% gross)","School enrollment, secondary (% net)","School enrollment, tertiary (% gross)",Trained teachers in primary education (% of total teachers),"Unemployment, total (% of total labor force) (modeled ILO estimate)","Bird species, threatened",Energy intensity level of primary energy (MJ/$2017 PPP GDP),"Fish species, threatened","Mammal species, threatened","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)","Plant species (higher), threatened",Population living in slums (% of urban population),Renewable internal freshwater resources per capita (cubic meters),"Renewable internal freshwater resources, total (billion cubic meters)","Air transport, registered carrier departures worldwide",Container port traffic (TEU: 20 foot equivalent units),Fixed broadband subscriptions (per 100 people),Fixed telephone subscriptions (per 100 people),Investment in energy with private participation (current US$),Investment in transport with private participation (current US$),Investment in water and sanitation with private participation (current US$),Mobile cellular subscriptions (per 100 people),Public private partnerships investment in ICT (current US$),Rail lines (total route-km),Secure Internet servers (per 1 million people),Age dependency ratio (% of working-age population),"Birth rate, crude (per 1,000 people)",Births attended by skilled health staff (% of total),Completeness of birth registration (%),Completeness of death registration with cause-of-death information (%),"Contraceptive prevalence, any method (% of married women ages 15-49)","Death rate, crude (per 1,000 people)",Diabetes prevalence (% of population ages 20 to 79),"Fertility rate, total (births per woman)","Hospital beds (per 1,000 people)","Immunization, DPT (% of children ages 12-23 months)","Immunization, measles (% of children ages 12-23 months)","Incidence of tuberculosis (per 100,000 people)","International migrant stock, total","Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)","Maternal mortality ratio (modeled estimate, per 100,000 live births)","Mortality caused by road traffic injury (per 100,000 population)",Net migration,"Number of surgical procedures (per 100,000 population)",Population ages 65 and above (% of total population),"Population, female (% of total population)",Pregnant women receiving prenatal care (%),"Prevalence of HIV, total (% of population ages 15-49)",Prevalence of anemia among children (% of children ages 6-59 months),"Prevalence of overweight, weight for height (% of children under 5)","Prevalence of severe wasting, weight for height (% of children under 5)","Prevalence of stunting, height for age (% of children under 5)",Prevalence of undernourishment (% of population),"Prevalence of wasting, weight for height (% of children under 5)",Risk of catastrophic expenditure for surgical care (% of people at risk),Risk of impoverishing expenditure for surgical care (% of people at risk),"Specialist surgical workforce (per 100,000 population)",Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),Unmet need for contraception (% of married women ages 15-49),CPIA economic management cluster average (1=low to 6=high),CPIA policies for social inclusion/equity cluster average (1=low to 6=high),CPIA structural policies cluster average (1=low to 6=high),IDA resource allocation index (1=low to 6=high),"Intentional homicides (per 100,000 people)",Military expenditure (% of GDP),Net acquisition of financial assets (% of GDP),"Net incurrence of liabilities, total (% of GDP)",Net investment in nonfinancial assets (% of GDP),Net lending (+) / net borrowing (-) (% of GDP),Proportion of seats held by women in national parliaments (%),Strength of legal rights index (0=weak to 12=strong),Total tax and contribution rate (% of profit),"Children in employment, female (% of female children ages 7-14)","Children in employment, male (% of male children ages 7-14)","Children in employment, total (% of children ages 7-14)","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Vulnerable employment, female (% of female employment) (modeled ILO estimate)","Vulnerable employment, male (% of male employment) (modeled ILO estimate)","Energy imports, net (% of energy use)",Fuel exports (% of merchandise exports),High-technology exports (% of manufactured exports),High-technology exports (current US$),"International tourism, expenditures (% of total imports)","International tourism, receipts (% of total exports)","Lead time to export, median case (days)","Lead time to import, median case (days)",Logistics performance index: Overall (1=low to 5=high),Medium and high-tech exports (% manufactured exports),Merchandise exports (current US$),Merchandise imports (current US$),Merchandise trade (% of GDP),"Contributing family workers, female (% of female employment) (modeled ILO estimate)","Contributing family workers, male (% of male employment) (modeled ILO estimate)",Firms with female participation in ownership (% of firms),Firms with female top manager (% of firms),"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)","Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)","Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",Gender Ratio Class
Bulgaria,2021,,46.49,4.37,32.24,5949.6,113.36,131.06,109.51,35.98,39060.0,108560.0,91.34,1.37,1648939.0,23.98,111000.0,99.8,24.17,,,,,,6.3,-0.81,18.67,,6877743.0,0.7,,94.26,,20.4,,5228804.0,76.03,8.53,32.9,-1515830000.0,30.07,61.4,55.69,44946801414.0,84041493016.0,7.66,28240.0,194000000000.0,,20.11,59.57,20.85,3.3,32.31,,,,0.42,25.64,21.61,,10.97,39187742752.0,6092.0,6442.0,4.73,,,,,,46.13,3268751.0,98.17,98.69,98.42,97.83,98.27,98.06,96.81,98.57,13.99,63.58,,,,,,,95.61,,,98.71,,85.3,,5.27,,4.72,,,,,,,,21.0,464.0,245160.0,32.77,11.5,,890020000.0,,114.77,,4031.0,52132.95,57.27,8.5,94.5,,,,21.7,7.4,1.58,,89.0,89.0,17.0,,75.1,68.0,71.46,,,-8716.0,,22.42,51.5,,0.1,,,,,2.5,,,,,,,,,,,1.28,1.52,0.86,5.51,,-4.65,23.75,,,,,,49.03,62.0,5.91,8.53,,6.0,10.92,2629729427.0,,,,,,49.4,41157000000.0,46210000000.0,103.96,0.71,0.45,,,,,,2
Burkina Faso,2021,,46.56,17.29,22.3,1095.7,111.24,11.91,109.25,22.54,61664.0,273600.0,95.11,2.34,15196430.0,68.76,274220.0,19.0,6.54,3.4,,,,,81.4,2.65,13.19,,22100683.0,25.3,17.4,63.84,,71.2,1.04,6904253.0,31.24,,55.74,77255404.0,18.23,32.89,55.0,10295692321.0,19643166854.0,6.94,2350.0,51973743214.0,1287810000.0,17.06,29.71,28.55,3.65,,8.6,72.87,1610540039.0,0.36,18.11,,109530000.0,7.55,,537386.0,556526.0,5.22,,,,,,45.2,8049004.0,31.03,44.12,36.97,58.76,66.65,62.67,52.8,39.94,44.09,53.36,,,,,,6.5,87.12,,1.02,38.29,,9.36,90.98,5.11,,5.43,,,,,,,,12.5,3007.0,,0.07,0.37,111710000.0,,,111.66,,518.0,11.0,87.4,35.54,,,,35.2,8.96,2.1,4.77,,91.0,88.0,45.0,,60.99,57.47,59.27,,,-13097.0,,2.55,50.18,,0.6,,1.6,2.2,22.6,16.2,10.3,58.4,84.1,,19.3,22.33,3.5,3.6,3.5,3.5,,2.4,2.13,8.32,,-6.25,6.3,,,,,,57.8,72.77,87.52,80.24,,0.25,2.26,3595403.0,,,,,,,5043000000.0,4614000000.0,49.16,46.53,27.62,,,,,,2
Burundi,2021,,81.89,28.66,49.45,1478.5,118.07,19.07,119.32,10.89,2796.4,25680.0,130.35,13.63,10786763.0,85.94,27830.0,10.2,2.78,2.3,,,,,52.3,2.67,,,12551213.0,,,,,83.1,,1764450.0,14.06,,,-393879529.0,15.12,5.0,35.05,975830735.5,2775798697.0,3.1,870.0,10879490984.0,501290000.0,12.57,23.82,10.6,8.4,2.79,21.85,48.46,608239990.2,0.26,17.55,0.1,28620000.0,10.97,266164087.5,,,4.87,,,,,,51.1,5311768.0,,,,,,,,,46.29,51.23,,,,,,16.49,,,,,,6.29,,1.11,,7.48,,,,,,,,10.06,,,0.03,0.12,,,,61.67,,,6.53,95.2,34.84,76.5,,,,7.47,6.5,5.08,,94.0,90.0,100.0,,63.61,59.71,61.66,,,-14415.0,,2.48,50.35,,0.9,,,,,,,99.9,100.0,,,,2.67,3.6,3.17,2.93,,2.04,2.03,2.75,,-0.72,38.21,,,,,,79.14,78.45,90.49,77.28,,0.01,0.25,52895.0,,,,,,7.02,163000000.0,1025000000.0,42.8,58.91,14.62,,,,,,5
Cabo Verde,2021,,19.6,5.97,12.41,16.3,70.52,5.37,75.92,11.42,460.2,4030.0,84.62,0.99,193416.0,32.9,4030.0,95.5,57.18,4.1,,,,,12.8,0.9,,,587925.0,,,87.52,,22.6,,394509.0,67.1,23.75,,-250632065.1,,23.85,104.61,2060326348.0,2051842610.0,7.03,6660.0,3915787459.0,66960000.0,17.57,53.61,12.52,1.86,27.1,7.18,247.04,145240005.5,0.52,,0.0,25330000.0,11.2,769650450.7,3433.0,3472.0,6.04,,,,,,44.95,238872.0,,,,,,,,,26.61,67.95,,,,,,,96.4,,,86.49,,,93.49,13.91,,2.45,,,,,,,,0.3,1625.25,79754.0,5.91,10.6,,,,100.38,,,569.8,47.18,16.95,,,,,6.03,2.1,1.9,,93.0,95.0,35.0,,78.46,69.59,74.05,,,-1274.0,,5.44,50.28,,0.9,,,,,18.2,,13.5,21.7,,,,3.33,3.9,4.0,3.83,,0.58,,,,,38.89,,,,,,49.15,61.74,44.74,26.96,,0.0,2.04,134350.0,,,,,,1.18,55000000.0,821000000.0,42.69,13.97,4.51,,,,,,3
Cambodia,2021,,34.55,22.85,23.34,3565.6,131.19,49.58,124.71,44.83,79126.8,176520.0,94.16,2.71,12496843.0,75.33,181040.0,82.5,1.81,2.8,,,,,24.6,1.17,12.92,,16589023.0,,16.3,94.66,,52.4,1.04,4092180.0,24.67,17.34,,-10892923222.0,18.45,66.75,78.45,20050196517.0,26961061152.0,3.03,4430.0,73412513745.0,507570000.0,33.71,62.36,36.83,2.92,0.26,5.35,82.41,1367050049.0,0.35,18.15,21.89,119990000.0,10.58,20269721098.0,69264.0,90163.0,3.01,,,,,,47.25,8922729.0,63.64,81.47,71.93,93.51,90.31,91.83,,,29.3,65.17,,,,,,33.57,108.74,,0.98,57.96,,13.88,100.0,0.4,,4.96,,,,,,,,120.6,390.66,732387.0,1.98,0.24,41200000.0,,,119.96,,,170.23,53.45,19.33,,,,,6.84,7.3,2.34,,87.0,83.0,282.0,,72.29,66.82,69.58,,,-24262.0,,5.53,50.5,,0.5,,4.1,2.4,21.9,4.8,9.6,,,,,,4.17,3.6,3.5,3.52,,2.35,-3.82,3.23,,-7.05,21.6,,,,,,70.15,82.31,60.98,45.2,,0.0,2.98,454908154.0,,,,,,13.69,19307000000.0,28583000000.0,177.63,21.37,9.67,,,,,,1
Cameroon,2021,,20.63,16.97,13.12,1726.7,106.66,13.39,104.44,42.91,202844.8,472710.0,105.76,3.28,11383170.0,41.85,475440.0,65.4,0.4,3.0,,,,,72.2,2.64,29.26,,27198628.0,23.0,,68.73,,79.2,,15815458.0,58.15,-1.61,,-1794494947.0,12.43,16.52,34.73,15373626443.0,44993521774.0,3.34,4660.0,127000000000.0,558210000.0,13.95,20.23,24.5,2.27,7.61,2.58,41.95,1140959961.0,0.35,13.75,15.17,161420000.0,25.55,4299788713.0,,,2.83,,,,,,47.5,11098782.0,,,,,,,68.28,64.77,42.43,54.87,,,,,,,108.44,,,45.03,,16.91,81.65,3.95,,4.23,,,,,,,,273.0,5017.0,,2.23,3.22,,,,79.97,,884.0,17.28,82.26,34.94,,,,,8.58,5.5,4.46,,69.0,62.0,164.0,,62.02,58.69,60.33,,,-9889.0,,2.7,50.13,,2.8,,,,,6.4,,54.4,50.6,,,,3.67,3.2,3.17,3.26,,0.98,-0.23,2.38,,-2.75,33.89,,,,,,66.7,75.15,81.17,64.17,,51.87,2.15,5718462.0,,,,,,11.69,4317000000.0,6981000000.0,25.11,16.24,6.14,,,,,,2
Canada,2021,,6.48,,4.35,3120.0,84.04,126.06,95.47,39.47,3468911.13,8788700.0,118.15,0.02,7015868.0,18.35,15634410.0,100.0,1.27,,,,,,5.0,0.55,45.99,,38239864.0,,,,,23.8,,31223996.0,81.65,7.58,65.6,256504117.9,19.7,31.22,,,2010000000000.0,5.29,55300.0,2110000000000.0,,23.29,31.21,,3.4,34.87,,,,0.94,15.33,,,,107000000000.0,49501.0,42394.0,4.75,,,,,,47.12,20967796.0,,,,,,,,,15.73,65.75,,,,,,,96.29,,,109.33,,77.8,,7.53,,6.55,,,,,,,,2850.0,571070.08,7169607.0,41.69,31.7,,,,88.09,,48149.91,43542.23,52.1,9.7,,,,,8.2,7.7,1.44,,92.0,90.0,5.7,,84.02,79.27,81.59,,,195181.0,6928.0,18.52,50.31,,,,,,,2.5,,0.2,0.0,,,,,,,,2.07,1.27,0.65,4.69,,-4.02,30.47,,,,,,60.62,69.62,8.74,11.48,,25.87,15.05,29240972618.0,,,,,,48.78,508000000000.0,506000000000.0,50.51,0.1,0.06,,,,,,4
Cayman Islands,2021,,11.25,0.45,0.83,,,,,52.75,126.6,240.0,,2.08,0.0,0.0,264.0,100.0,,,,,,,,1.22,,,68136.0,,,101.5,,0.0,,68136.0,100.0,,,-821403652.3,,,,,6060026510.0,4.9,52920.0,3605652285.0,,,,8.37,,,,,,1.17,,,,,228300000.0,620.0,107.0,1.31,,,,,,,,,,,,,,,,16.78,75.39,,,,,,,86.71,,,101.5,,48.18,100.0,,,1.93,,,,,,,,,,,45.64,51.3,,,,146.77,,,5929.32,32.64,12.4,,,,,4.0,13.0,,,,,3.4,,83.7,80.4,82.01,,,276.0,,7.82,49.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62,67.77,7773206.0,,,,,,,17000000.0,1532000000.0,25.56,,,,,,,,
Chad,2021,,39.98,25.3,4.21,814.3,101.49,2.24,122.86,3.34,42013.33,1259200.0,136.0,0.03,13094226.0,76.22,1284000.0,11.3,5.86,2.5,,,,,106.4,3.16,8.59,,17179740.0,,21.4,43.53,,69.9,0.75,4085514.0,23.78,,,,,38.75,30.89,3585529285.0,11779981332.0,-1.17,1740.0,29863101073.0,616160000.0,,44.23,39.59,-0.77,,6.29,42.52,730440002.4,0.39,,15.11,40620000.0,8.1,211590754.9,496594.0,289316.0,2.89,,,,,,40.85,5322620.0,,,,,,,,,47.66,50.32,,,,,,1.27,89.42,,0.8,24.09,,,63.13,1.51,,4.34,,,,,,,,15.0,,,0.0,0.03,71350000.0,,,60.22,,,1.28,98.73,43.36,,,,,12.5,5.8,6.26,,58.0,55.0,140.0,,54.28,50.85,52.53,,,9016.0,,2.02,49.8,,1.1,,1.6,1.8,31.1,31.4,10.2,77.7,82.1,,,,3.0,3.0,2.5,2.75,,2.81,,,,,32.26,,,,,,48.09,70.42,95.96,85.69,,,,,,,,,,,2711000000.0,1638000000.0,36.92,32.71,8.68,,,,,,1
Channel Islands,2021,,43.28,0.88,18.33,,,,,5.15,10.2,198.0,,,119131.0,68.99,198.0,100.0,,,,,,,,0.91,,,172683.0,,,,,,,53552.0,31.01,,,,,,,,11138490592.0,15.46,,,,,,8.85,,,,,,,,,,,,,,,,,,,,44.74,84888.0,,,,,,,,,15.26,68.51,,,,,,,,,,,,,,6.61,,,,,,,,,,,,,,,,,,,,,,45.96,10.12,,,,,8.45,6.3,1.46,,,,,,83.36,79.12,81.23,,,1242.0,,16.23,50.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.22,65.01,8.95,13.04,,,,,,,,,,,,,,1.32,0.61,,,,,,5
Chile,2021,8.58,14.25,3.5,1.77,6491.2,107.19,359.05,106.73,24.66,183336.2,743532.0,105.72,0.67,2374855.0,12.18,756700.0,100.0,4.0,,,,,,6.6,0.99,34.94,,19493184.0,,,99.22,,24.2,,17118329.0,87.82,-3.74,,-22962267946.0,30.8,31.97,,,316000000000.0,11.33,27410.0,534000000000.0,,16.63,32.86,30.88,4.52,20.37,,,,0.56,24.15,,,,51252167800.0,20885.0,12692.0,5.0,,,,,,41.02,9147766.0,,,,,,,,,18.46,68.86,,,,,,,99.37,,,106.67,,96.22,,9.33,,3.46,,,,,,,,885.0,95001.0,4335451.0,22.01,12.9,,,,136.31,,2396.0,12700.9,45.22,11.79,,,,,7.43,10.8,1.54,1.97,95.0,92.0,16.0,,81.44,76.47,78.94,,,113709.0,,12.68,50.37,,0.6,,,,,2.5,,13.8,14.3,,,,,,,,3.63,1.93,-1.65,6.07,,-7.72,35.48,,,,,,46.6,68.8,22.1,21.67,,0.82,12.44,1264185464.0,,,,,,7.74,94775000000.0,92397000000.0,59.32,1.1,0.62,,,,,,3
China,2021,,55.46,7.24,11.6,6316.7,109.76,374.81,109.89,23.63,2218577.5,9388210.0,108.08,2.02,529465517.0,37.49,9562910.0,100.0,20.21,,,,,,7.0,0.09,29.77,,1412360000.0,0.0,,,,15.2,1.01,882894483.0,62.51,16.33,,353000000000.0,,19.94,15.27,2700000000000.0,17800000000000.0,8.45,20260.0,28600000000000.0,159010000.0,45.47,17.36,39.29,0.98,41.45,0.0,-0.4,-564140014.6,0.62,8.47,42.19,489390000.0,8.69,3430000000000.0,,,3.99,,,,,,45.37,780370660.0,,,,,,,,,17.67,69.18,,,,,,93.07,99.43,,1.01,,,67.39,,4.55,,6.3,,,,,,,,2812.9,3906386.0,256945700.0,37.56,12.7,264410000.0,6504820000.0,3654630000.0,121.54,,109767.0,1083.91,44.55,7.52,,,,,7.18,10.6,1.16,,99.0,99.0,55.0,,81.16,75.46,78.21,,,-200194.0,,13.15,48.94,,,,,,,2.5,,7.5,6.7,,,,,,,,,1.61,,2.07,,,24.94,,,,,,61.53,72.57,43.64,40.97,,1.29,30.22,936000000000.0,,,,,,61.86,3320000000000.0,2680000000000.0,33.64,15.84,5.51,,,,,,1
Colombia,2021,,38.5,7.77,1.8,4280.2,108.9,615.31,108.96,53.13,589426.27,1109500.0,109.69,2.26,9406924.0,18.26,1140619.05,100.0,1.37,,,,,,12.8,1.14,44.12,,51516562.0,7.3,,99.19,,29.7,,42109638.0,81.74,1.6,80.04,-17949402964.0,26.25,16.2,54.99,172000000000.0,319000000000.0,10.8,17310.0,892000000000.0,1233500000.0,13.06,23.86,24.56,3.5,24.86,0.61,37.21,1916930054.0,0.35,18.5,27.33,167580000.0,44.63,58018679407.0,126650.0,148304.0,,,,,,,41.08,25983568.0,,,,99.42,98.8,99.11,92.94,89.84,21.6,69.68,,,,,,,106.49,,,102.99,,58.32,98.03,13.9,,2.33,,,,,,,,2145.0,273874.0,4901510.0,16.48,14.8,24000000.0,586220000.0,,145.69,,,641.95,43.5,14.2,,,,,7.74,8.3,1.72,,86.0,86.0,41.0,,76.44,69.4,72.83,,,211978.0,,8.72,50.67,,0.5,,,,,6.6,,7.5,17.8,,,,,,,,27.48,3.24,-1.35,7.03,,-8.25,18.82,,,,,,51.69,77.55,47.09,48.73,,46.3,8.21,735066988.0,,,,,,40.8,40287000000.0,61101000000.0,31.83,4.98,1.75,,,17.64,5.24,,2
Comoros,2021,,71.47,35.51,34.93,1767.2,107.72,1.92,106.13,17.45,324.8,1861.0,96.24,28.48,578317.0,70.39,1861.0,87.9,0.83,2.2,,,,,49.8,1.9,,,821625.0,,,,,41.2,,243308.0,29.61,5.41,,-4075858.93,,10.81,26.9,350292378.6,1296089480.0,2.11,3440.0,2829213813.0,118130000.0,14.75,31.47,9.27,,,11.8,187.0,153639999.4,0.46,,0.54,16710000.0,2.54,329671752.0,16966.0,16156.0,2.27,,,,,,37.64,222655.0,,,,,,,,,38.26,57.43,,,,,,,85.26,,,,,,56.77,5.86,,4.27,,,,,,,,1.2,,,0.15,0.91,,,,103.87,,,18.26,74.12,29.4,,,,,8.72,11.7,3.98,,91.0,90.0,35.0,,65.83,61.25,63.42,,,-1772.0,,4.3,49.77,,0.1,,,,,13.5,,47.2,45.2,,,,2.67,2.9,2.83,2.65,,,,,,,16.67,,,,,,33.02,54.78,67.08,50.18,,0.05,0.21,28418.0,,,,,,,34000000.0,327000000.0,27.85,4.23,3.29,,,,,,2
"Congo, Dem. Rep.",2021,,14.95,19.04,6.03,879.0,118.6,2.09,118.0,55.16,1250538.63,2267050.0,107.2,0.89,51557473.0,53.77,2344860.0,20.8,0.08,2.5,,,,,78.2,3.22,24.02,,95894118.0,,,82.65,,96.3,,44336645.0,46.24,-11.19,,-587406970.4,9.23,40.39,17.22,9186211933.0,55328482784.0,6.2,1310.0,126000000000.0,2697470000.0,26.46,40.1,45.34,,,6.77,37.65,3610189941.0,0.42,10.57,13.13,160520000.0,1.45,3467115961.0,,,2.66,,,,,,48.31,33694649.0,,,,,,,,,46.53,50.51,,,,,,,122.39,,,56.89,,,100.0,5.27,,12.51,,,,,,,,900.0,4874.1,,0.03,0.0,135000000.0,1000000000.0,,48.89,,3641.0,4.86,97.97,42.05,,,,,9.7,5.8,6.16,,65.0,55.0,318.0,,61.52,56.95,59.19,,,-64643.0,,2.96,50.39,,0.6,,,,,35.3,,,,,,,3.33,3.2,3.0,3.01,,0.54,1.4,1.56,,-0.25,12.8,,,,,,62.48,69.05,88.56,77.68,,0.0,0.08,4658514.0,,,,,,,21412000000.0,7214000000.0,51.74,27.43,16.5,,,,,,2
"Congo, Rep.",2021,,31.27,9.1,1.61,887.4,104.78,9.75,105.06,64.22,219310.0,341500.0,105.77,0.37,1850943.0,31.72,342000.0,49.7,0.02,2.5,,,,,43.2,2.32,63.81,,5835806.0,,,,,71.4,,3984863.0,68.28,,,1715906879.0,16.13,52.84,57.96,8254233304.0,14825690210.0,1.02,6070.0,35450234462.0,102960000.0,38.85,32.71,42.89,1.72,2.42,1.43,34.96,204020004.3,0.4,20.05,34.99,27880000.0,4.43,828560334.6,,,3.67,,,,,,49.9,2306220.0,75.37,85.94,80.61,79.5,85.19,82.36,,,41.4,55.92,,,,,,,,,,,,,,22.08,,6.72,,,,,,,,222.0,1929.0,1003734.0,0.26,,,,,96.79,,,10.28,78.82,30.69,,,,,7.06,5.5,4.17,,77.0,68.0,370.0,,64.94,62.12,63.52,,,-4466.0,,2.68,50.06,,4.0,,,,,33.3,,,,,,,2.83,2.9,2.67,2.73,,2.48,2.68,1.45,,1.31,11.26,,,,,,66.76,68.12,88.17,61.94,,55.09,6.54,38829158.0,,,,,,47.46,7390000000.0,2352000000.0,65.71,3.42,2.87,,,,,,1
Costa Rica,2021,,35.47,4.37,4.76,4672.8,97.42,595.83,101.32,59.76,30512.4,51060.0,113.15,7.21,957348.0,18.58,51100.0,100.0,3.05,,,,,,7.9,0.6,27.56,,5153957.0,1.2,,99.08,,34.2,,4196609.0,81.43,16.92,,-2060747763.0,20.94,36.18,56.18,34107656209.0,64960725734.0,7.94,22150.0,114000000000.0,132700000.0,14.41,34.61,20.61,1.73,14.16,0.13,15.39,79309997.56,0.53,16.83,67.67,19140000.0,12.63,6921168831.0,9944.0,10929.0,6.25,,,,,,40.76,2529009.0,98.1,97.99,98.04,99.61,99.46,99.53,,,20.55,68.92,,,,,,95.24,108.85,,0.99,141.2,,,,15.14,,1.99,,,,,,,,113.0,19350.0,1523198.0,20.92,9.95,,,,152.01,,,1689.58,45.09,11.87,,,,,7.19,8.8,1.53,1.18,93.0,89.0,10.0,,79.81,74.42,77.02,,,2084.0,,10.53,49.97,,0.5,,,,,3.0,,10.7,12.3,,,,,,,,11.41,,,,,,45.61,,,,,,50.11,73.52,22.07,26.67,,0.02,16.97,1457228331.0,,,,,,55.38,15494000000.0,20728000000.0,55.76,2.28,0.99,,,,,,2
Cote d'Ivoire,2021,,73.9,16.18,11.01,2237.2,129.93,45.88,119.97,8.57,27238.27,318000.0,117.98,21.38,13140099.0,47.82,322460.0,71.1,1.51,3.5,,,,,71.5,2.46,19.49,,27478249.0,9.7,13.6,73.71,,58.2,0.92,14338150.0,52.18,,,-2874116509.0,16.38,22.3,42.97,29895086912.0,72794636654.0,7.06,6320.0,174000000000.0,588390000.0,19.05,22.82,22.1,4.09,14.99,2.23,57.37,1576310059.0,0.41,12.66,,108140000.0,10.35,,290304.0,171637.0,3.33,,,,,,43.5,10263449.0,40.26,60.2,50.0,58.32,76.16,66.84,68.09,63.8,41.8,55.8,,,,,,10.44,92.72,,0.95,57.28,,10.23,100.0,2.59,,3.3,,,,,,,,76.84,11812.0,1042418.0,1.13,0.9,416180000.0,468310000.0,,162.17,,639.0,60.88,79.21,33.93,84.0,,,,9.0,2.1,4.42,,76.0,68.0,128.0,,59.94,57.4,58.6,,,-21000.0,,2.4,49.5,,1.9,,3.4,2.4,23.4,7.7,8.1,100.0,100.0,,20.5,,3.83,3.6,3.5,3.61,,0.91,-0.35,5.07,,-5.45,14.17,,,,,,56.55,71.61,81.35,63.55,,11.21,3.86,56851004.0,,,,,,23.44,15334000000.0,13966000000.0,40.25,18.32,9.2,,,,,,2
