Country Name,Year,Agricultural irrigated land (% of total agricultural land),Agricultural land (% of land area),"Agriculture, forestry, and fishing, value added (% of GDP)",Arable land (% of land area),Cereal yield (kg per hectare),Crop production index (2014-2016 = 100),Fertilizer consumption (kilograms per hectare of arable land),Food production index (2014-2016 = 100),Forest area (% of land area),Forest area (sq. km),Land area (sq. km),Livestock production index (2014-2016 = 100),Permanent cropland (% of land area),Rural population,Rural population (% of total population),Surface area (sq. km),Access to electricity (% of population),"Annual freshwater withdrawals, total (% of internal resources)",CPIA public sector management and institutions cluster average (1=low to 6=high),Ease of doing business rank (1=most business-friendly regulations),Electric power consumption (kWh per capita),Energy use (kg of oil equivalent per capita),Land area where elevation is below 5 meters (% of total land area),"Mortality rate, under-5 (per 1,000 live births)",Population growth (annual %),Population in urban agglomerations of more than 1 million (% of total population),Population living in areas where elevation is below 5 meters (% of total population),"Population, total",Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),"Prevalence of underweight, weight for age (% of children under 5)","Primary completion rate, total (% of relevant age group)",Renewable electricity output (% of total electricity output),Renewable energy consumption (% of total final energy consumption),"School enrollment, primary and secondary (gross), gender parity index (GPI)",Urban population,Urban population (% of total population),"Adjusted net savings, including particulate emission damage (% of GNI)","Central government debt, total (% of GDP)","Current account balance (BoP, current US$)",Expense (% of GDP),Exports of goods and services (% of GDP),External debt stocks (% of GNI),"External debt stocks, total (DOD, current US$)",GDP (current US$),GDP growth (annual %),"GNI per capita, PPP (current international $)","GNI, PPP (current international $)","Grants, excluding technical cooperation (BoP, current US$)",Gross savings (% of GDP),Imports of goods and services (% of GDP),"Industry (including construction), value added (% of GDP)","Inflation, consumer prices (annual %)",Medium and high-tech manufacturing value added (% manufacturing value added),Net ODA received (% of GNI),Net ODA received per capita (current US$),Net official development assistance received (current US$),Price level ratio of PPP conversion factor (GDP) to market exchange rate,"Revenue, excluding grants (% of GDP)",Short-term debt (% of total reserves),"Technical cooperation grants (BoP, current US$)","Total debt service (% of exports of goods, services and primary income)","Total reserves (includes gold, current US$)","Children out of school, primary, female","Children out of school, primary, male","Government expenditure on education, total (% of GDP)","Government expenditure per student, primary (% of GDP per capita)","Government expenditure per student, secondary (% of GDP per capita)","Government expenditure per student, tertiary (% of GDP per capita)","Gross intake ratio in first grade of primary education, female (% of relevant age group)","Gross intake ratio in first grade of primary education, male (% of relevant age group)","Labor force, female (% of total labor force)","Labor force, total","Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, adult total (% of people ages 15 and above)","Literacy rate, youth female (% of females ages 15-24)","Literacy rate, youth male (% of males ages 15-24)","Literacy rate, youth total (% of people ages 15-24)","Persistence to last grade of primary, female (% of cohort)","Persistence to last grade of primary, male (% of cohort)",Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),"Progression to secondary school, female (%)","Progression to secondary school, male (%)","Pupil-teacher ratio, primary","Repeaters, primary, female (% of female enrollment)","Repeaters, primary, male (% of male enrollment)","School enrollment, preprimary (% gross)","School enrollment, primary (% gross)","School enrollment, primary (% net)","School enrollment, primary (gross), gender parity index (GPI)","School enrollment, secondary (% gross)","School enrollment, secondary (% net)","School enrollment, tertiary (% gross)",Trained teachers in primary education (% of total teachers),"Unemployment, total (% of total labor force) (modeled ILO estimate)","Bird species, threatened",Energy intensity level of primary energy (MJ/$2017 PPP GDP),"Fish species, threatened","Mammal species, threatened","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)","Plant species (higher), threatened",Population living in slums (% of urban population),Renewable internal freshwater resources per capita (cubic meters),"Renewable internal freshwater resources, total (billion cubic meters)","Air transport, registered carrier departures worldwide",Container port traffic (TEU: 20 foot equivalent units),Fixed broadband subscriptions (per 100 people),Fixed telephone subscriptions (per 100 people),Investment in energy with private participation (current US$),Investment in transport with private participation (current US$),Investment in water and sanitation with private participation (current US$),Mobile cellular subscriptions (per 100 people),Public private partnerships investment in ICT (current US$),Rail lines (total route-km),Secure Internet servers (per 1 million people),Age dependency ratio (% of working-age population),"Birth rate, crude (per 1,000 people)",Births attended by skilled health staff (% of total),Completeness of birth registration (%),Completeness of death registration with cause-of-death information (%),"Contraceptive prevalence, any method (% of married women ages 15-49)","Death rate, crude (per 1,000 people)",Diabetes prevalence (% of population ages 20 to 79),"Fertility rate, total (births per woman)","Hospital beds (per 1,000 people)","Immunization, DPT (% of children ages 12-23 months)","Immunization, measles (% of children ages 12-23 months)","Incidence of tuberculosis (per 100,000 people)","International migrant stock, total","Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)","Maternal mortality ratio (modeled estimate, per 100,000 live births)","Mortality caused by road traffic injury (per 100,000 population)",Net migration,"Number of surgical procedures (per 100,000 population)",Population ages 65 and above (% of total population),"Population, female (% of total population)",Pregnant women receiving prenatal care (%),"Prevalence of HIV, total (% of population ages 15-49)",Prevalence of anemia among children (% of children ages 6-59 months),"Prevalence of overweight, weight for height (% of children under 5)","Prevalence of severe wasting, weight for height (% of children under 5)","Prevalence of stunting, height for age (% of children under 5)",Prevalence of undernourishment (% of population),"Prevalence of wasting, weight for height (% of children under 5)",Risk of catastrophic expenditure for surgical care (% of people at risk),Risk of impoverishing expenditure for surgical care (% of people at risk),"Specialist surgical workforce (per 100,000 population)",Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),Unmet need for contraception (% of married women ages 15-49),CPIA economic management cluster average (1=low to 6=high),CPIA policies for social inclusion/equity cluster average (1=low to 6=high),CPIA structural policies cluster average (1=low to 6=high),IDA resource allocation index (1=low to 6=high),"Intentional homicides (per 100,000 people)",Military expenditure (% of GDP),Net acquisition of financial assets (% of GDP),"Net incurrence of liabilities, total (% of GDP)",Net investment in nonfinancial assets (% of GDP),Net lending (+) / net borrowing (-) (% of GDP),Proportion of seats held by women in national parliaments (%),Strength of legal rights index (0=weak to 12=strong),Total tax and contribution rate (% of profit),"Children in employment, female (% of female children ages 7-14)","Children in employment, male (% of male children ages 7-14)","Children in employment, total (% of children ages 7-14)","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Vulnerable employment, female (% of female employment) (modeled ILO estimate)","Vulnerable employment, male (% of male employment) (modeled ILO estimate)","Energy imports, net (% of energy use)",Fuel exports (% of merchandise exports),High-technology exports (% of manufactured exports),High-technology exports (current US$),"International tourism, expenditures (% of total imports)","International tourism, receipts (% of total exports)","Lead time to export, median case (days)","Lead time to import, median case (days)",Logistics performance index: Overall (1=low to 5=high),Medium and high-tech exports (% manufactured exports),Merchandise exports (current US$),Merchandise imports (current US$),Merchandise trade (% of GDP),"Contributing family workers, female (% of female employment) (modeled ILO estimate)","Contributing family workers, male (% of male employment) (modeled ILO estimate)",Firms with female participation in ownership (% of firms),Firms with female top manager (% of firms),"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)","Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)","Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",Gender Ratio Class
Australia,2021,0.54,47.26,2.3,4.06,2547.7,129.02,82.62,107.15,17.42,1340051.0,7692020.0,87.88,0.05,3502976.0,13.64,7741220.0,100.0,2.33,,,,,,3.8,0.14,61.92,,25685412.0,,,,,12.3,,22182436.0,86.36,6.42,69.91,49091762936.0,32.58,21.98,,,1560000000000.0,2.11,56780.0,1460000000000.0,,25.77,17.73,25.42,2.86,31.28,,,,1.06,25.66,,,,57877502314.0,2619.0,5729.0,5.33,,,,,,47.17,13806208.0,,,,,,,,,18.37,65.06,,,,,,,99.93,,,135.53,,112.69,,5.12,,4.1,,,,,,,,492.0,383008.0,9254248.0,35.84,25.9,,,,104.52,,,46481.56,53.71,12.1,,,,,6.7,6.4,1.7,,95.0,93.0,6.5,,85.4,81.3,83.3,,,117929.0,,16.57,50.36,,0.1,,,,,2.5,,0.1,0.1,,,,,,,,0.74,1.99,-0.42,6.46,,-6.85,31.13,,,,,,61.22,70.62,7.11,9.91,,27.71,22.39,6310404299.0,,,,,,11.99,345000000000.0,261000000000.0,38.87,0.26,0.21,,,17.12,11.71,,5
Austria,2021,,31.48,1.22,15.99,7112.4,100.74,128.57,100.48,47.29,39027.4,82520.0,100.31,0.82,3672325.0,41.01,83879.0,100.0,5.71,,,,,,3.3,0.44,21.72,,8955797.0,0.5,,99.82,,36.0,,5283472.0,59.0,12.74,94.64,7769696381.0,36.9,55.95,,,479000000000.0,4.24,64410.0,577000000000.0,,29.31,55.03,26.07,2.77,44.84,,,,0.84,31.74,,,,33957000221.0,1792.0,1441.0,5.49,,,,,,46.93,4688653.0,,,,,,,99.39,99.47,14.39,66.17,,,,,,,101.64,,,102.31,,93.94,,6.46,,2.86,,,,,,,,55.0,161093.0,,29.25,42.5,,,,121.97,,4962.0,39775.24,51.12,9.6,,,,,10.3,4.6,1.48,,86.0,99.0,5.0,,83.7,78.8,81.19,,,20314.0,,19.44,50.78,,,,,,,2.5,,0.1,0.0,,,,,,,,0.73,0.87,0.02,5.26,,-5.24,40.44,,,,,,56.1,66.44,7.75,8.33,,2.47,11.02,17019360151.0,,,,,,61.75,203000000000.0,220000000000.0,88.11,1.17,1.14,36.9,18.8,,,,4
Azerbaijan,2021,30.73,57.84,5.73,25.28,3297.4,142.51,105.59,126.99,13.83,11432.97,82650.0,118.46,3.32,4381941.0,43.22,86600.0,100.0,159.8,,,,,,18.8,0.44,23.39,,10137750.0,,,96.56,,1.3,0.99,5755809.0,56.78,9.28,16.87,8202978327.0,21.69,46.49,29.15,15647994867.0,54825411765.0,5.62,19690.0,200000000000.0,58570000.0,32.53,29.8,48.82,6.65,12.98,0.02,0.96,9760000.23,0.27,32.37,0.0,93380000.0,7.86,8290112835.0,26041.0,26875.0,3.7,,,,,,49.95,5263181.0,,,,,,,98.36,100.0,23.92,69.36,,,,,,46.29,97.73,,1.01,91.43,,39.01,99.71,6.04,,4.73,,,,,,,,8.12,15844.0,,20.09,16.1,200000000.0,,,104.89,,2138.85,416.86,44.18,11.1,99.9,,,,7.6,5.6,1.52,,89.0,93.0,62.0,,73.29,65.65,69.37,,,1084.0,,6.72,50.65,,0.1,,,,,2.5,,,,,,,,,,,1.91,5.27,5.04,0.48,,4.57,18.18,,,,,,65.65,71.05,59.76,47.91,,88.41,2.1,22212874.0,,,,,,40.11,22208000000.0,11703000000.0,61.85,37.32,24.31,,,,,,5
"Bahamas, The",2021,,1.3,0.48,0.8,7477.3,101.75,102.32,98.72,50.94,5098.6,10010.0,91.86,0.3,67855.0,16.64,13880.0,100.0,,,,,,,13.1,0.35,,,407906.0,,,,,1.1,,340051.0,83.37,4.82,87.39,-2433986830.0,26.11,29.5,,,11368900000.0,15.4,27240.0,11111812556.0,,9.25,43.45,11.22,2.9,27.77,,,,0.98,16.78,,,,2432716261.0,,,3.01,,,,,,48.25,230610.0,,,,,,,,,19.62,71.81,,,,,,,93.82,,,62.62,,,90.65,11.69,,2.87,,,,,,,,0.7,27092.68,1792780.0,20.74,21.6,,,,97.42,,,2686.89,39.26,11.45,,,,,8.99,8.8,1.39,2.68,86.0,82.0,12.0,,75.1,68.12,71.6,,,485.0,,8.57,52.19,,1.0,,,,,,,,,,,,,,,,29.17,,-2.81,15.11,,-11.75,17.95,,,,,,64.29,77.1,8.64,22.43,,,,354749.0,,,,,,36.41,543000000.0,3483000000.0,35.41,0.3,0.34,,,,,,5
Bahrain,2021,,10.25,0.28,2.66,,106.7,1395.89,124.25,0.91,7.2,790.0,128.38,2.53,151858.0,10.38,790.0,100.0,3877.5,,,,,,6.7,-0.97,,,1463265.0,,,,,0.0,,1311407.0,89.62,,,2602393617.0,,89.68,,,39288670213.0,2.59,50850.0,74413767935.0,,32.17,70.19,44.97,-0.61,24.63,,,,0.49,,,,,4993195963.0,,,2.22,,,,,,21.4,833682.0,,,,,,,,,20.38,76.13,,,,,,,,,,,,70.76,,1.55,,9.23,,,,,,,,0.0,29475.0,404904.0,16.51,17.5,,,,131.45,,,4001.33,31.35,11.93,,,,,2.48,11.3,1.81,,98.0,99.0,15.0,,80.02,77.76,78.76,,,-9150.0,,3.49,37.9,,,,,,,,,,,,,,,,,,0.07,3.55,,,,,15.0,,,,,,43.67,86.61,1.0,1.08,,0.05,0.59,18783670.0,,,,,,29.45,22369000000.0,14188000000.0,93.05,0.68,0.4,,,,,,5
Bangladesh,2021,78.9,77.35,11.63,62.3,4919.6,116.46,384.21,121.59,14.47,18834.0,130170.0,146.31,10.43,103398765.0,61.05,147570.0,99.0,34.16,2.5,,,,,29.8,1.15,15.87,,169356251.0,,,120.08,,25.0,1.14,65957486.0,38.95,32.18,,-15775415833.0,8.32,10.66,20.88,91477590072.0,416000000000.0,6.94,7750.0,1310000000000.0,1612040000.0,36.05,17.06,33.32,5.55,7.81,1.16,30.05,5089109863.0,0.33,9.54,39.18,240220000.0,11.49,46165532457.0,,,1.83,,,,,,32.78,73234222.0,74.0,79.0,76.0,96.0,94.0,95.0,,,26.45,67.72,,,,,,36.38,115.45,,1.02,70.29,,23.4,66.17,5.82,,1.93,,,,,,,,105.0,50991.0,3271732.0,6.64,0.17,,,,108.91,,,226.42,47.67,17.82,,,,,5.68,14.2,1.98,,98.0,97.0,221.0,,74.27,70.6,72.38,,,-174500.0,,5.83,50.4,,0.1,,,,,11.2,,56.8,71.2,,,,3.67,3.4,2.83,3.1,,1.2,1.46,4.28,,-2.82,20.86,,,,,,37.87,80.49,66.56,50.04,,,,,,,,,,1.87,44223000000.0,80448000000.0,29.95,29.24,3.43,,,,,,1
Barbados,2021,,23.26,1.91,16.28,2759.3,90.63,37.2,89.53,14.65,63.0,430.0,89.16,2.33,193336.0,68.75,430.0,100.0,87.5,,,,,,11.2,0.18,,,281200.0,,,100.24,,5.5,1.0,87864.0,31.25,,,,,30.23,,,4945276000.0,-1.18,14470.0,4067837443.0,,,39.64,12.63,,38.11,,,,1.19,,,,,1672884485.0,462.0,379.0,4.86,,,,,,50.18,142587.0,,,,,,,97.31,94.74,17.16,67.12,,,,,,75.13,98.15,,0.97,104.71,,,75.8,9.42,,4.01,,,,,,,,0.08,,93899.0,36.35,42.9,,,,112.6,,,917.5,48.98,10.83,,,,,9.01,14.0,1.63,,82.0,77.0,0.41,,79.36,75.63,77.57,,,-28.0,,15.72,52.05,,1.0,,,,,2.5,,,,,,,,,,,11.38,,,,,,20.0,,,,,,58.32,64.43,13.83,26.15,,4.66,17.16,19196509.0,,,,,,27.75,350000000.0,1674000000.0,40.93,0.07,0.07,,,,,,3
Belarus,2021,0.35,40.28,6.71,27.71,3018.7,89.63,169.37,101.55,43.27,87821.0,202950.0,110.96,0.47,1868889.0,20.09,207630.0,100.0,4.19,,,,,,2.7,-0.83,21.92,,9302585.0,,,93.54,,8.2,0.99,7433696.0,79.91,13.17,,2157306620.0,16.97,70.83,62.06,41653683788.0,69673747132.0,2.44,26600.0,247000000000.0,63740000.0,29.66,65.18,32.14,9.46,37.78,0.21,15.02,139710006.7,0.27,16.93,123.03,80760000.0,8.62,8424740406.0,17256.0,11182.0,4.61,,,,,,50.35,5014861.0,,,,,,,91.75,99.39,16.84,66.33,,,,,,96.77,94.53,,1.0,95.21,,73.96,99.35,3.9,,6.18,,,,,,,,34.0,12432.0,,35.01,46.8,,,,122.78,,5474.0,9313.43,50.76,9.28,,,,,16.54,5.6,1.48,,98.0,98.0,28.0,,77.7,67.3,72.37,,,12961.0,,16.83,53.91,,0.4,,,,,2.5,,1.0,0.3,,,,,,,,,1.12,0.37,0.88,,-0.52,40.0,,,,,,59.43,71.4,2.63,5.28,,,6.02,922201805.0,,,,,,36.27,39762000000.0,41387000000.0,116.47,0.02,0.02,,,,,,2
Belgium,2021,,45.1,0.64,28.59,7906.2,98.11,265.71,102.85,22.76,6893.0,30280.0,105.47,0.78,218168.0,1.88,30530.0,100.0,35.19,,,,,,3.8,0.41,27.13,,11586195.0,0.0,,,,11.7,,11368027.0,98.12,12.08,108.01,8232713515.0,28.35,87.9,,,601000000000.0,6.93,62770.0,727000000000.0,,26.99,86.14,19.33,2.44,53.1,,,,0.83,23.89,,,,41872371153.0,5818.0,6030.0,6.36,,,,,,46.8,5259744.0,,,,,,,,,16.69,63.89,,,,,,,101.82,,,143.16,,82.69,,6.26,,3.86,,,,,,,,12.0,73673.1,13095258.0,43.02,28.6,,,,101.11,,3612.0,28369.37,56.51,10.2,,,,,9.7,3.6,1.6,5.48,98.0,96.0,8.1,,84.3,79.4,81.79,,,52356.0,,19.42,50.61,,0.2,,,,,2.5,,0.0,0.0,,,,,,,,1.08,1.05,1.92,5.8,,-4.0,42.0,,,,,,50.04,59.11,8.26,12.77,,8.82,21.38,60841701079.0,,,,,,60.9,549000000000.0,527000000000.0,179.19,0.91,0.4,,,,,,5
Belize,2021,,7.98,7.9,4.38,4289.5,99.93,378.14,101.58,55.5,12658.9,22810.0,108.06,1.4,215213.0,53.8,22970.0,97.7,0.66,,,,,,11.5,1.29,,,400031.0,,,112.93,,26.6,0.99,184818.0,46.2,11.99,,-157868365.2,,47.66,61.8,1450204243.0,2424575179.0,17.86,11190.0,4475681203.0,57610000.0,26.07,51.49,17.23,3.24,18.46,3.29,193.11,77250000.0,0.52,,2.34,4050000.0,58.93,420102782.5,1164.0,1506.0,5.95,,,,,,39.13,177472.0,,,,,,,,,28.24,66.81,,,,,,34.17,105.28,,0.96,88.74,,23.52,87.01,10.16,,4.78,,,,,,,,15.26,95608.66,,9.11,4.81,,,,65.99,,,316000.51,49.68,17.98,,,,,6.35,14.5,2.01,,83.0,79.0,27.0,,74.33,67.12,70.47,,,577.0,,4.96,49.7,,1.3,,,,,4.9,,30.6,35.7,,,,,,,,31.25,1.01,,,,,12.5,,,,,,48.36,75.29,27.16,24.49,,1.97,0.19,14461.0,,,,,,0.08,422000000.0,1061000000.0,61.17,0.74,0.1,,,,,,2
Benin,2021,,35.03,28.53,24.83,1408.6,129.62,40.71,121.75,27.36,30851.5,112760.0,130.7,5.32,6632056.0,51.03,114760.0,42.0,1.26,3.5,,,,,83.3,2.76,,,12996895.0,12.7,19.6,70.79,,54.5,0.9,6364839.0,48.97,,,-734659106.6,,20.92,38.76,6821309315.0,17687623530.0,7.16,3560.0,46230987531.0,587700000.0,23.4,27.14,16.47,1.73,,4.83,65.4,849979980.5,0.38,,,78140000.0,16.77,,112290.0,50664.0,3.2,,,,,,45.15,4560387.0,33.13,56.46,43.83,59.19,70.97,65.32,54.38,53.9,42.58,54.35,,,,,,23.13,110.71,,0.93,46.08,,10.23,75.08,1.69,,4.79,,,,,,,,10.3,,,0.15,0.09,,,,97.96,,,22.47,84.01,36.61,,,,,9.43,1.1,4.97,0.45,76.0,68.0,53.0,,61.45,58.22,59.82,,,1732.0,,3.08,49.91,,0.8,,2.9,2.4,34.1,9.9,8.3,,,,,,4.17,3.6,3.67,3.73,,0.55,,,,,8.43,,,,,,54.8,67.5,83.89,72.8,,0.0,2.7,1211677.0,,,,,,,3642000000.0,4370000000.0,45.3,0.86,0.62,,,,,,1
Bermuda,2021,,5.56,0.29,5.56,,,239.47,,18.52,10.0,54.0,,,0.0,0.0,4290.0,100.0,,,,,,,,-0.2,,,63764.0,,,,,0.9,,63764.0,100.0,,,962257799.4,,48.68,,,7286607000.0,5.42,97550.0,6220347841.0,,42.06,23.52,5.3,,7.71,,,,1.22,,,,,,,,1.88,,,,,,,,,,,,,,,,14.9,65.42,,,,,,,87.71,,,80.72,,,,,,1.52,,,,,,,,,,,35.58,38.7,,,,105.94,,,6257.45,52.86,7.7,,,,,11.3,13.0,1.3,,,,3.6,,82.71,75.82,79.28,,,291.0,,19.68,51.76,,,,,,,,,,,,,,,,,,10.91,,,,,,,,,,,,,,,,,0.02,8.07,1878816.0,,,,,,88.12,29000000.0,1055000000.0,14.88,,,,,,,,
Bhutan,2021,,13.45,15.79,2.46,3344.0,91.44,14.31,100.29,71.5,27270.6,38140.0,149.75,0.16,443105.0,56.99,38390.0,100.0,0.43,4.0,,,,,24.5,0.64,,,777486.0,,,90.59,,81.8,,334381.0,43.01,13.35,,-319279309.5,,29.2,117.52,3068867964.0,2768802803.0,4.42,12660.0,9846215601.0,60980000.0,23.96,48.38,31.62,7.35,,4.88,163.8,127349998.5,0.27,,0.3,14940000.0,15.51,976260349.6,68.0,3466.0,6.6,,,,,,43.84,414677.0,,,,,,,,,22.8,71.06,,,,,,51.93,103.03,,1.04,90.8,,17.71,100.0,4.8,,9.72,,,,,,,,78.0,696.0,,0.36,2.54,,,,100.07,,,814.16,40.72,12.48,98.9,,,,6.48,10.4,1.41,2.2,98.0,97.0,164.0,,73.77,70.14,71.82,,,291.0,,6.14,47.05,,0.2,,,,,,,1.1,15.1,,,,4.33,4.0,3.33,3.92,,,,,,,17.02,,,,,,64.95,72.71,82.96,61.88,,,,,,,,,,,784000000.0,1220000000.0,72.38,41.43,19.96,,,,,,2
Bolivia,2021,,35.19,12.92,4.49,2523.0,116.71,10.35,116.96,46.73,506207.73,1083300.0,116.99,0.23,3566464.0,29.53,1098580.0,98.6,0.73,,,,,,24.8,1.19,41.12,,12079472.0,2.0,,,,12.8,,8513008.0,70.48,-2.04,,1580861017.0,,27.83,40.7,16025613524.0,40406111693.0,6.11,9110.0,110000000000.0,108850000.0,13.85,31.2,26.36,0.74,11.94,1.29,41.96,506820007.3,0.36,,16.05,179220000.0,14.22,4730168840.0,27246.0,31479.0,7.96,,,,,,42.46,5664325.0,,,,99.54,99.5,99.52,97.35,97.29,31.12,63.97,,,,,,,98.86,,,91.5,,,88.45,5.09,,3.89,,,,,,,,303.5,45832.2,,9.45,4.61,,,,99.62,,,241.65,56.33,21.84,,,,,9.95,5.5,2.62,1.35,70.0,75.0,107.0,,66.8,60.88,63.63,,,-4666.0,,4.91,49.84,,0.4,,,,,19.4,,14.8,44.5,,,,,,,,3.49,1.41,,,,,46.15,,,,,,57.6,78.64,72.85,61.16,,21.48,4.55,22371253.0,,,,,,3.25,11030000000.0,9121000000.0,49.87,28.48,11.53,,,,,,2
Bosnia and Herzegovina,2021,,44.2,5.02,19.69,4422.1,107.92,62.02,95.71,42.73,21879.1,51200.0,71.66,2.11,1654279.0,50.58,51210.0,100.0,0.86,,,,,,6.1,-1.44,,,3270943.0,,,88.82,,36.6,,1616664.0,49.43,,45.38,-418984246.9,28.11,42.57,55.89,13026483950.0,23672712242.0,7.39,18160.0,59408516652.0,286250000.0,22.04,53.91,24.8,,18.57,2.41,172.56,564419982.9,0.39,30.05,28.57,93620000.0,13.83,9475044026.0,11526.0,12117.0,4.14,,,,,,40.61,1387825.0,,,,,,,94.06,97.37,14.92,66.94,,,,,,25.47,88.24,,,84.97,,43.58,,14.9,,5.89,,,,,,,,35.5,,,24.59,21.2,,,,114.0,,,3925.17,49.39,8.42,,,,,15.71,9.1,1.35,,76.0,61.0,25.0,,77.53,73.11,75.3,,,-25865.0,,18.14,50.77,,,,,,,2.5,,2.4,3.1,,,,,,,,0.98,0.93,1.4,3.54,,-0.95,26.19,,,,,,39.63,60.57,21.76,17.22,,8.54,5.32,323354391.0,,,,,,28.99,8614000000.0,13029000000.0,91.43,5.29,1.43,,,,,,2
Botswana,2021,,45.63,1.79,0.46,1002.4,147.63,59.27,98.28,26.71,151364.0,566730.0,90.5,0.0,736148.0,28.44,581730.0,73.7,9.73,,,,,,39.9,1.64,,,2588423.0,,,,,27.4,1.02,1852275.0,71.56,8.5,,-314582867.6,28.39,41.91,10.68,1981527906.0,18750946600.0,11.92,16500.0,42718599230.0,90000000.0,30.9,46.84,33.04,7.24,28.73,0.52,37.25,96430000.31,0.43,32.86,3.25,10320000.0,2.0,4801608912.0,,,,,,,,,47.33,1114453.0,,,,,,,,,32.91,63.49,,,,,,,93.72,,0.98,70.02,,22.9,,23.11,,2.68,,,,,,,,2.4,2593.0,,5.55,3.91,,,92000000.0,160.74,,886.0,311.0,57.5,23.58,,,,,9.46,5.2,2.79,2.22,95.0,97.0,228.0,,63.59,58.69,61.14,,,1816.0,,3.59,50.64,,17.2,,,,,22.9,,21.3,38.1,,,,,,,,10.55,3.05,3.18,3.23,,-0.09,10.77,,,,,,59.26,69.35,29.25,28.48,,0.39,0.33,23428722.0,,,,,,3.57,7420000000.0,8400000000.0,84.37,2.97,3.0,,,,,,2
Brazil,2021,,28.64,6.56,6.97,4477.4,115.35,369.47,112.13,59.27,4953913.67,8358140.0,108.55,0.93,27182995.0,12.68,8515770.0,99.5,1.19,,,,,,14.3,0.53,42.37,,214326223.0,5.8,,,,46.5,,187143228.0,87.32,-0.25,85.01,-46357789405.0,31.79,19.11,35.78,572000000000.0,1670000000000.0,4.76,17120.0,3670000000000.0,231590000.0,17.16,18.55,22.12,8.3,30.68,0.07,5.2,1114540039.0,0.44,27.33,21.74,184480000.0,46.72,362000000000.0,408419.0,359875.0,5.5,,,,,,43.14,106047171.0,,,,99.49,99.07,99.28,,,20.54,69.88,,,,,,,103.47,,,106.65,,56.83,93.0,13.16,,3.96,,,,,,,,5661.0,529115.0,11801530.0,19.84,13.8,3170480000.0,6527030000.0,5614000000.0,102.49,,,3467.56,43.11,12.88,,,,,8.33,8.8,1.64,2.46,68.0,73.0,49.0,,76.01,69.56,72.75,,,20376.0,,9.58,50.87,,0.6,,,,,4.7,,13.1,18.3,,,,,,,,,1.16,2.69,7.48,,-4.14,15.2,,,,,,52.31,72.79,25.44,32.17,,13.66,9.0,6350128610.0,,,,,,30.37,281000000000.0,235000000000.0,30.86,3.16,1.32,,,,,,3
British Virgin Islands,2021,,46.67,,6.67,,,,,24.13,36.2,150.0,,6.67,15897.0,51.08,150.0,100.0,,,,,,,13.5,0.68,,,31122.0,,,,,1.3,,15225.0,48.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87,,,,,,,,,,,,,,,,15.21,75.32,,,,,,87.88,122.09,,0.99,84.1,,32.71,85.0,,,,,,,,,,,,,,20.89,59.7,,,,120.95,,,2183182.32,32.76,7.63,,,,,7.61,8.7,1.01,,,,3.8,,77.46,71.75,74.49,,,128.0,,9.47,51.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,2021,,2.54,1.26,0.76,2733.3,95.83,177.25,116.45,72.11,3800.0,5270.0,120.03,1.14,95515.0,21.45,5770.0,100.0,1.08,,,,,,9.8,0.82,,,445373.0,,,,,0.0,,349858.0,78.55,23.99,,1570169313.0,,80.17,,,14006496617.0,-1.59,79870.0,35572863605.0,,49.74,66.95,62.7,1.73,3.32,,,,0.4,,,,,4982141346.0,676.0,1302.0,,,,,,,41.7,220478.0,96.86,98.26,97.59,99.83,99.71,99.77,,,22.35,71.84,,,,,,,96.24,,,89.12,,30.22,79.71,4.91,,6.33,,,,,,,,8.5,1186.0,,17.58,24.9,,,,135.5,,,14293.64,39.19,13.8,99.6,,,,5.21,11.1,1.78,3.87,99.0,99.0,61.0,,76.88,72.6,74.64,,,-192.0,,5.81,48.26,,,,,,,,,,,,,,,,,,,3.24,,,,,9.09,,,,,,55.06,71.87,6.77,4.44,,78.67,1.36,30923034.0,,,,,,7.2,11058000000.0,8575000000.0,140.17,1.06,0.38,,,,,,5
