Fixed broadband subscriptions (per 100 people),"Mortality rate, under-5 (per 1,000 live births)","Agriculture, forestry, and fishing, value added (% of GDP)","Birth rate, crude (per 1,000 people)",Population ages 65 and above (% of total population),"Death rate, crude (per 1,000 people)",Age dependency ratio (% of working-age population),Agricultural land (% of land area),Fixed telephone subscriptions (per 100 people),Arable land (% of land area),Gross savings (% of GDP),Rural population,Urban population (% of total population),Net ODA received (% of GNI),"Population, female (% of total population)","Government expenditure on education, total (% of GDP)",Energy intensity level of primary energy (MJ/$2017 PPP GDP),Fuel exports (% of merchandise exports),"GNI, PPP (current international $)",Rural population (% of total population),"GNI per capita, PPP (current international $)"
0.01,15.9,26.14,34.94,3.39,9.85,83.47,59.56,13.2,12.62,21.84,8335753.0,36.88,5.71,50.64,2.43,5.39,3.5300000000000002,40219198254.0,63.13,3050.0
0.12,77.0,6.59,31.61,2.8,8.57,77.88,28.99,13.2,10.67,32.2,1124913.0,44.2,2.8,50.66,4.26,7.51,3.5300000000000002,4270925453.0,55.8,2120.0
11.77,28.3,16.85,20.47,6.05,8.03,53.65,5.29,15.5,2.13,21.84,583663.0,26.79,0.98,51.09,4.26,2.84,3.5300000000000002,13187917991.0,73.21,16540.0
0.28,60.2,20.36,23.94,4.43,8.18,58.92,64.95,0.05,36.28,17.72,4851974.0,57.09,6.11,50.42,1.37,5.63,3.5300000000000002,34960472097.0,42.91,3090.0
3.92,17.1,12.19,21.35,4.12,4.95,54.28,31.62,5.25,9.1,21.94,4214803.0,58.36,5.45,49.49,5.98,4.41,0.01,50624228155.0,41.64,5000.0
38.52,15.9,0.1,5.8,18.76,6.8,44.94,3.81,52.1,1.9,25.97,0.0,100.0,2.8,50.335,4.41,1.26,0.09,461000000000.0,0.0,61580.0
33.49,4.0,3.39,9.6,20.1,7.445,53.03,53.88,30.5,10.29,26.25,2735697.0,71.94,2.8,52.08,4.15,3.56,2.19,333000000000.0,28.06,34190.0
38.68,2.7,4.64,12.3,14.57,6.3,49.88,18.57,29.2,1.2,22.38,22362.0,93.9,2.8,48.7,4.26,4.03,0.72,21123180479.0,6.1,57640.0
1.64,32.4,18.67,16.57,6.67,7.35,48.78,60.05,1.43,10.29,28.68,1792520.0,34.93,0.07,48.37,4.04,4.25,10.03,70734620622.5,65.07,6900.0
3.93,22.8,13.7,16.65,6.71,8.96,47.99,34.25,3.52,14.01,29.22,1792520.0,56.64,0.12,49.63,4.26,3.11,15.63,70734620622.5,43.36,11530.0
10.9,12.9,12.21,14.23,7.11,5.57,45.14,28.98,33.2,9.65,21.84,21059632.0,75.87,0.1,49.44,3.2,9.54,3.5300000000000002,70734620622.5,24.13,14160.0
14.85,25.1,6.09,27.73,3.4,5.24,72.08,21.74,6.41,11.45,24.03,12387061.0,70.89,1.32,49.96,4.26,5.11,3.5300000000000002,441000000000.0,29.11,10360.0
30.44,3.3,0.92,11.2,14.54,6.5,53.19,65.5,33.7,6.45,36.74,1812037.0,63.65,2.8,50.46,3.25,1.21,0.48,366000000000.0,36.35,14380.0
10.905000000000001,15.9,0.37,8.61,21.84,10.41,58.73,69.82,13.2,41.23,21.84,39587.0,52.9,2.8,50.47,4.26,4.03,3.5300000000000002,70734620622.5,47.1,14380.0
29.57,3.5,1.32,19.2,11.81,5.3,66.79,29.87,38.3,17.56,28.9,683115.0,92.59,2.8,50.17,6.48,2.59,3.5300000000000002,375000000000.0,7.41,40670.0
30.26,2.9,2.01,6.8,23.37,12.5,56.81,42.33,32.7,24.35,21.59,17214086.0,71.04,2.8,51.28,4.44,2.47,2.14,70734620622.5,28.96,44770.0
13.62,18.9,8.68,11.81,7.04,7.58,38.65,38.5,15.4,11.08,21.84,1232220.0,56.31,0.5,50.37,5.62,3.63,18.9,24614327202.0,43.69,8730.0
34.84,2.4,1.07,6.8,29.58,11.1,70.94,12.84,49.1,11.26,28.17,10376129.0,91.78,2.8,51.39,3.31,3.2,1.19,70734620622.5,8.22,43990.0
5.8,15.1,4.65,22.27,3.61,3.48,57.91,11.59,3.6,2.32,16.16,937903.0,91.42,7.15,48.11,4.26,3.49,1.33,104000000000.0,8.58,9500.0
13.45,10.1,5.39,22.76,7.84,8.6,58.95,79.27,15.9,10.95,26.23,7939086.0,57.67,0.05,51.95,4.45,5.83,3.5300000000000002,516000000000.0,42.33,27510.0
1.29,43.0,22.7,28.0,2.8,7.46,71.75,48.69,0.13,10.19,14.28,1792520.0,28.0,4.03,50.41,5.05,4.96,6.75,246000000000.0,72.01,4730.0
0.15,58.8,6.59,27.65,3.69,6.24,66.33,41.98,0.03,2.47,21.84,56157.0,55.59,2.8,51.37,4.26,7.4,3.4,582543769.7,44.41,4610.0
10.905000000000001,16.5,6.59,13.33,11.1,9.08,43.09,21.55,4.51,19.06,21.84,9731082.0,62.38,2.8,50.6,4.26,7.56,3.5300000000000002,70734620622.5,37.62,14380.0
43.05,3.0,1.77,5.3,15.83,5.9,38.88,16.61,46.0,13.85,36.23,9634283.0,81.41,2.8,50.04,4.8,5.25,4.97,70734620622.5,18.59,45540.0
10.905000000000001,10.5,7.36,11.18,9.69,7.51,47.77,38.6,13.2,10.29,26.58,1792520.0,62.28,6.88,50.14,4.26,4.03,3.5300000000000002,19311373255.0,37.72,10790.0
1.68,8.8,0.51,11.8,3.98,3.25,33.26,8.42,13.3,0.45,21.84,0.0,100.0,2.8,50.335,6.25,7.32,3.5300000000000002,203000000000.0,0.0,46650.0
4.34,17.8,12.17,24.0,4.27,6.1,62.92,54.06,4.07,6.71,29.26,4154812.0,36.86,5.91,50.89,6.62,5.04,4.38,33754069425.0,63.14,5130.0
1.67,43.3,16.34,22.45,4.28,6.37,55.41,8.8,18.6,5.3,21.84,4663189.0,36.29,2.97,49.59,1.92,4.37,16.87,54680747375.0,63.71,7470.0
25.8,3.7,4.0,9.2,21.4,7.445,58.86,31.64,11.1,21.44,24.31,602157.0,68.32,2.8,50.335,4.85,3.08,3.57,64097492271.0,31.69,33730.0
7.58,15.5,3.08,15.33,9.35,6.25,59.2,66.21,15.4,13.42,21.84,627169.0,88.93,4.63,51.47,1.67,4.05,0.34,89752695886.0,11.08,15850.0
0.23,76.6,5.31,26.38,4.21,12.86,62.44,80.14,0.52,14.13,20.65,1599780.0,29.03,6.98,50.66,7.0,8.18,0.01,6824068244.0,70.97,3030.0
0.25,77.7,6.59,31.71,3.38,8.75,81.26,19.97,0.12,5.19,21.84,2437512.0,52.09,2.8,50.24,2.14,4.03,3.5300000000000002,7770366648.0,47.91,1530.0
4.71,11.1,3.09,18.3,4.81,5.6,51.99,8.72,22.4,0.98,21.84,1284810.0,80.69,0.45,49.35,4.26,4.44,3.5300000000000002,110000000000.0,19.31,16470.0
46.56,15.9,0.21,9.1,18.47,8.2,49.51,32.31,32.5,10.81,21.84,33169.0,14.42,2.8,50.4,4.26,4.03,3.5300000000000002,70734620622.5,85.58,14380.0
28.5,3.6,3.51,9.0,20.42,7.445,55.02,46.99,11.5,35.92,21.86,893078.0,68.05,2.8,50.335,4.51,3.0,6.91,112000000000.0,31.95,39980.0
37.3,2.7,0.2,10.2,14.56,7.3,43.97,51.33,42.5,24.13,21.54,53882.0,91.45,2.8,49.68,3.85,2.02,0.08,54090736636.0,8.55,14380.0
30.45,15.9,6.59,10.13,11.68,4.05,35.16,38.6,16.1,10.29,21.84,0.0,100.0,2.8,50.335,6.39,0.98,0.0,46504939955.0,0.0,14380.0
0.11,66.3,24.69,31.34,3.25,6.8,75.33,70.29,0.17,5.16,8.56,17348887.0,38.53,2.8,49.87,3.25,9.41,1.7,42047004045.0,61.47,1490.0
0.06,43.2,22.92,33.23,2.79,6.71,86.97,63.47,0.06,41.73,21.84,16000221.0,17.43,2.8,51.39,4.26,3.11,0.16,29420059532.0,82.57,1520.0
9.91,8.0,8.17,15.42,7.01,5.31,43.45,26.09,22.0,2.51,23.82,7582878.0,77.16,0.0,48.84,4.52,4.49,11.39,70734620622.5,22.84,27480.0
12.68,6.4,7.57,14.58,4.38,3.0,35.45,21.33,2.89,13.0,21.84,305221.0,40.67,2.8,50.335,5.85,3.48,0.02,6185878433.0,59.33,12020.0
1.12,15.9,6.59,42.0,2.5,9.53,54.035,35.19,1.3,6.68,15.16,11904776.0,43.91,2.8,49.5,3.95,6.48,3.5300000000000002,47792963686.0,56.09,2250.0
41.11,6.0,0.76,8.6,18.84,7.9,47.15,28.47,49.8,24.38,24.3,27086.0,94.74,2.8,48.21,5.64,1.32,3.16,21462480955.0,5.26,41650.0
2.34,30.7,20.0,20.01,3.91,7.43,61.37,38.89,13.2,2.78,14.74,9640.0,77.79,2.8,48.89,4.26,4.03,3.5300000000000002,310867183.9,22.21,7160.0
0.4,41.8,19.15,33.43,3.3,7.47,84.1,38.53,1.35,0.44,37.55,2009661.0,55.33,2.8,51.04,1.8,3.78,0.34,26070236684.0,44.67,5800.0
25.19,15.8,3.14,10.6,11.78,8.7,40.47,43.06,37.3,37.56,8.08,749987.0,40.76,2.8,50.62,4.35,2.12,0.29,28276441255.0,59.24,22340.0
17.75,13.7,3.71,15.57,8.02,9.33,50.06,49.97,19.3,10.32,22.25,24278613.0,80.73,0.07,51.12,4.5,3.04,3.84,70734620622.5,19.27,18850.0
5.41,25.8,22.1,20.84,5.56,6.07,58.01,7.14,6.31,2.86,21.84,86397.0,22.93,2.8,49.68,4.26,6.4,3.5300000000000002,460789298.0,77.07,4110.0
23.43,14.5,9.37,12.48,13.36,7.445,49.26,68.87,33.5,10.29,16.12,1506003.0,42.85,4.4,52.49,6.6,5.16,0.07,36852813936.0,57.15,13990.0
54.87,3.0,6.59,16.200000000000003,7.289999999999999,7.445,94.04,38.6,13.2,10.29,21.84,0.0,100.0,2.8,50.99,4.26,4.03,3.5300000000000002,70734620622.5,0.0,14380.0
9.35,14.7,12.97,22.41,4.26,5.48,57.39,72.36,10.0,0.86,16.31,1032543.0,68.66,5.83,50.34,4.66,6.42,3.5300000000000002,41248123942.0,31.34,12520.0
30.3,3.0,7.55,11.4,15.97,11.7,51.91,19.18,31.5,0.68,21.84,201999.0,67.49,4.23,51.26,4.26,3.76,16.65,13257444615.0,32.51,21340.0
5.75,18.6,10.66,17.89,7.15,6.07,52.07,68.02,6.44,17.08,27.7,13379661.0,63.53,1.52,49.64,6.28,3.14,0.52,283000000000.0,36.47,7610.0
0.23,70.1,26.88,36.97,2.6,8.0,86.79,52.66,0.29,7.18,13.55,19619219.0,37.07,2.8,50.95,6.64,4.03,3.5300000000000002,42579645405.0,62.93,1370.0
1.3,42.9,22.42,17.36,6.45,8.82,46.15,19.89,0.99,16.84,21.84,1792520.0,31.14,3.7,50.2,4.26,3.53,20.3,299000000000.0,68.86,5590.0
2.89,40.0,9.16,27.88,4.03,8.48,67.33,47.14,5.14,0.97,16.78,1193946.0,52.03,1.71,51.72,4.26,3.54,1.15,25419362967.0,47.97,10210.0
10.905000000000001,28.3,6.59,28.36,2.12,6.6,69.75,20.0,13.2,10.29,21.84,0.0,100.0,2.8,49.13,6.1,6.76,3.5300000000000002,189182975.3,0.0,15360.0
4.38,29.8,22.18,20.64,6.04,7.21,56.63,28.75,2.51,14.75,32.82,23309854.0,20.58,5.2,52.36,4.21,5.76,3.5300000000000002,124000000000.0,79.42,4230.0
42.67,4.0,1.6,9.7,19.65,9.7,54.43,53.89,28.0,29.84,26.99,1354158.0,92.24,2.8,50.32,5.42,3.05,7.46,70734620622.5,7.76,59070.0
19.35,15.9,6.59,14.7,10.38,5.7,49.5,10.07,16.2,0.33,21.84,77209.0,71.52,2.8,50.16,4.26,4.03,3.5300000000000002,70734620622.5,28.48,14380.0
34.81,4.8,5.71,11.32,15.58,6.41,53.01,38.56,16.6,2.0,20.27,677048.0,86.7,2.8,50.45,5.65,3.94,1.1,226000000000.0,13.3,44410.0
4.42,16.3,15.73,20.9,5.06,5.7,54.94,42.31,3.41,12.49,22.81,2769106.0,59.01,3.88,50.72,4.58,4.55,0.44,38423819327.0,40.99,5690.0
0.05,15.9,6.59,45.59,2.44,8.28,54.035,36.78,0.25,13.97,13.06,20287928.0,16.63,2.8,49.28,3.82,4.97,3.5300000000000002,33981628783.0,83.37,1400.0
0.03,15.9,24.14,37.47,3.0,13.0,86.93,75.2,0.05,40.48,21.84,1792520.0,51.96,0.79,49.48,4.26,6.64,3.5300000000000002,70734620622.5,48.04,5440.0
25.4,6.0,8.57,9.2,14.59,12.4,44.31,50.04,22.2,16.49,27.12,770626.0,58.48,2.38,50.13,4.26,3.26,1.41,35645960261.0,41.52,19200.0
10.905000000000001,15.9,6.59,16.200000000000003,8.81,7.445,44.84,1.17,42.1,0.17,21.84,4067.0,91.8,2.8,50.335,4.26,4.03,3.5300000000000002,70734620622.5,8.2,14380.0
44.39,2.3,1.84,9.8,17.73,7.5,53.71,2.71,6.48,2.21,32.44,915909.0,82.97,2.8,49.57,4.26,3.44,3.5300000000000002,376000000000.0,17.03,14380.0
11.38,10.7,2.47,18.79,2.76,3.03,39.66,4.71,13.3,0.24,11.25,623536.0,86.28,2.8,50.335,6.88,7.18,3.5300000000000002,148000000000.0,13.72,32550.0
1.04,65.1,21.85,27.97,4.17,7.06,70.78,47.64,1.22,40.12,14.54,1792520.0,37.17,0.88,49.46,2.06,4.17,0.87,70734620622.5,62.84,5130.0
10.905000000000001,23.0,3.28,12.1,9.15,8.4,42.94,9.35,45.0,0.65,21.84,3417.0,80.99,2.8,47.82,3.47,4.03,3.5300000000000002,324066484.2,19.01,18030.0
13.83,15.0,2.95,17.92,8.36,5.75,53.95,29.31,18.8,7.62,25.35,1356428.0,68.41,0.26,49.96,4.3,1.46,0.38,111000000000.0,31.59,25890.0
0.21,44.2,18.76,26.0,3.03,6.4,61.16,3.13,1.69,0.73,21.84,8448551.0,13.35,4.57,48.31,1.5,6.38,3.5300000000000002,37117788446.0,86.66,3810.0
8.52,18.7,10.73,20.95,6.16,5.92,54.73,42.31,3.77,11.92,21.88,2502992.0,62.18,0.89,49.78,3.94,3.32,3.5300000000000002,91262049579.0,37.82,13790.0
8.41,15.7,7.72,17.83,8.25,7.33,53.67,19.53,6.73,3.07,19.88,7228131.0,78.3,0.25,50.46,4.26,2.41,3.78,402000000000.0,21.7,12060.0
7.08,28.0,10.19,22.04,5.22,5.57,56.65,42.46,4.22,18.75,24.82,1792520.0,47.41,0.37,49.24,3.86,2.78,1.09,70734620622.5,52.59,8850.0
21.93,4.4,2.57,9.4,18.37,12.6,50.88,48.13,15.1,36.42,21.16,15143331.0,60.04,2.8,51.62,4.85,3.44,1.58,70734620622.5,39.96,34940.0
40.12,3.4,2.17,8.2,22.3,12.0,55.74,43.17,50.3,10.62,17.69,3469087.0,66.31,2.8,52.81,4.88,2.56,4.6,364000000000.0,33.69,35320.0
20.44,15.9,0.66,6.0,21.71,10.13,55.39,19.04,21.8,5.66,21.84,210643.0,93.58,2.8,52.69,4.26,0.48,3.5300000000000002,82512343295.0,6.42,25140.0
10.56,5.9,0.34,10.9,1.26,7.445,19.91,6.44,16.2,1.83,21.84,21117.0,99.24,2.8,50.335,3.23,7.07,3.5300000000000002,225000000000.0,0.77,14380.0
29.31,6.5,4.18,10.3,18.69,7.445,53.15,56.72,15.6,36.87,19.61,8824640.0,54.19,2.8,51.62,3.59,2.39,2.42,651000000000.0,45.81,33780.0
23.16,5.4,4.01,9.8,15.31,7.445,49.22,13.16,17.7,7.43,25.77,1792520.0,74.75,2.8,50.335,4.02,8.16,3.5300000000000002,70734620622.5,25.25,30750.0
0.14,40.5,26.66,30.31,3.1,6.0,73.7,79.39,0.09,10.29,10.97,10854688.0,17.43,2.8,51.14,3.33,3.86,0.04,29159516515.0,82.57,2220.0
0.8,17.1,9.54,27.62,5.01,5.31,75.25,17.77,2.83,4.06,33.18,176480.0,17.89,2.8,48.99,4.48,4.5,3.5300000000000002,1319416997.0,82.11,6140.0
31.64,1.6,0.01,6.4,19.7,9.9,49.43,38.33,46.0,33.08,31.49,851.0,97.5,2.8,51.3,3.42,4.03,3.5300000000000002,1733083590.0,2.5,50960.0
1.16,15.9,14.15,28.44,3.79,6.29,79.86,43.75,1.28,4.17,21.84,56073.0,74.35,2.8,50.09,5.02,3.96,3.5300000000000002,1129943812.0,25.65,5170.0
25.46,7.0,2.96,18.24,2.4,2.91,39.74,80.77,18.6,1.6,24.21,5656225.0,84.29,2.8,50.335,4.26,5.95,3.5300000000000002,70734620622.5,15.71,40430.0
1.06,40.0,16.15,33.03,3.17,5.58,82.61,48.98,1.36,19.48,25.49,8526730.0,48.12,6.68,50.86,5.69,3.55,15.99,61959888216.0,51.88,3770.0
25.18,5.5,6.34,8.9,20.74,7.445,53.55,41.41,37.4,30.97,20.6,3004845.0,56.45,0.94,52.06,4.26,5.25,3.5300000000000002,134000000000.0,43.55,19450.0
29.07,14.8,1.96,15.8,7.64,6.8,44.67,3.37,15.7,0.33,21.84,41801.0,57.55,2.8,50.335,4.89,2.85,11.41,2949262321.0,42.45,29950.0
0.0,15.9,6.59,31.91,3.15,9.3,75.23,54.71,0.0,21.95,21.84,4699703.0,42.92,2.8,49.91,4.26,5.43,3.5300000000000002,12818476667.0,57.08,1560.0
26.86,2.3,0.03,8.5,13.15,5.2,33.88,0.92,33.6,0.78,21.84,0.0,100.0,2.8,50.335,2.69,2.71,8.09,499000000000.0,0.0,14380.0
10.905000000000001,15.9,6.59,10.0,8.94,5.5,27.25,38.6,13.2,10.29,21.84,0.0,100.0,2.8,50.335,4.26,7.94,3.5300000000000002,1555243075.0,0.0,38540.0
31.19,5.9,1.72,10.4,16.82,10.8,48.51,39.16,11.9,28.0,19.92,2524162.0,53.76,2.8,51.17,4.76,3.99,2.4,189000000000.0,46.24,34700.0
30.99,2.4,2.09,8.9,20.1,11.4,54.57,30.32,33.5,8.99,27.35,943608.0,55.12,2.8,49.8,5.38,3.44,3.06,87930385133.0,44.88,41820.0
0.13,19.5,6.59,30.22,3.46,5.08,75.55,4.29,0.94,0.82,18.63,520674.0,24.67,2.8,48.89,4.26,5.08,3.5300000000000002,1832955725.0,75.33,2650.0
0.71,15.9,6.59,44.01,2.62,11.39,54.035,70.34,0.55,1.75,21.84,8906671.0,46.14,2.8,49.87,4.26,6.6,3.5300000000000002,25725527932.0,53.86,1560.0
2.15,35.3,2.58,20.33,6.0,9.43,53.23,79.42,3.47,9.89,14.48,19196477.0,67.35,0.36,51.39,6.17,6.9,8.11,70734620622.5,32.65,12850.0
10.905000000000001,15.9,6.59,29.17,2.8,10.76,93.42,44.71,13.2,3.79,21.84,8463875.0,20.2,2.8,50.52,4.26,6.06,3.5300000000000002,70734620622.5,79.8,14380.0
33.95,3.1,2.81,7.2,19.67,10.4,51.67,52.33,40.8,23.3,21.09,9089469.0,80.81,2.8,50.99,4.9,2.67,4.05,70734620622.5,19.19,39070.0
7.9,7.0,8.25,14.24,10.8,7.06,52.42,45.46,11.6,22.18,31.36,17817298.0,18.71,0.27,51.8,1.56,1.66,2.74,276000000000.0,81.29,12590.0
45.96,16.4,1.13,12.42,9.19,10.04,41.28,23.08,34.2,19.23,21.84,32948.0,30.84,2.8,51.57,3.1,2.64,3.5300000000000002,1247010453.0,69.16,26170.0
19.97,17.5,1.98,11.67,8.92,8.21,37.91,16.3,8.38,4.38,21.84,145467.0,18.84,6.71,50.44,3.62,3.58,3.4,2592763762.0,81.16,14470.0
10.905000000000001,15.9,6.59,15.77,9.85,4.79,49.36,38.6,13.2,10.29,21.84,1792520.0,62.28,2.8,52.46,4.26,4.03,3.5300000000000002,70734620622.5,37.72,14380.0
23.89,12.1,8.6,13.07,10.67,11.04,49.15,17.95,16.8,5.13,21.84,49144.0,53.03,2.8,48.93,5.46,2.51,0.0,1581588006.0,46.97,15120.0
0.06,55.3,20.32,34.23,3.34,6.67,80.23,60.31,0.28,11.24,21.84,1792520.0,35.25,2.8,50.02,4.26,4.61,3.5300000000000002,148000000000.0,64.75,3330.0
15.07,17.7,8.14,18.28,7.11,7.04,51.25,0.51,16.9,0.38,21.84,205498.0,66.15,1.11,50.14,4.58,4.65,0.0,8717084041.0,33.85,14360.0
40.37,2.6,1.33,10.9,20.03,9.5,60.71,7.38,14.3,6.23,31.11,1244794.0,87.98,2.8,49.67,4.26,3.44,4.54,619000000000.0,12.02,59780.0
46.48,4.0,0.71,9.9,18.73,8.8,51.02,38.03,35.5,10.12,30.38,2253266.0,73.92,2.8,50.39,5.28,1.65,0.61,609000000000.0,26.09,14380.0
7.35,22.7,6.59,19.67,4.55,4.99,63.99,75.77,13.6,25.38,21.84,9248998.0,55.48,2.8,49.9,4.26,4.03,3.5300000000000002,69917978686.0,44.53,3370.0
0.06,32.4,22.69,27.53,3.24,6.12,65.92,35.42,5.15,6.05,36.06,6918252.0,27.51,7.52,49.69,5.74,4.4,7.75,41597998467.0,72.49,4360.0
1.86,44.2,25.25,36.65,3.13,6.18,88.7,44.62,0.12,15.24,36.43,1792520.0,35.23,3.51,50.61,3.23,6.44,0.82,191000000000.0,64.77,3190.0
16.02,8.7,8.7,9.18,13.85,7.26,42.69,45.55,6.98,33.22,28.15,1792520.0,51.43,0.04,51.35,3.15,4.59,2.67,70734620622.5,48.57,18780.0
0.01,52.1,13.12,25.26,5.37,6.83,70.41,22.96,0.15,7.5,21.84,892837.0,31.32,2.8,49.0,3.65,2.58,3.5300000000000002,10946142451.0,68.68,8420.0
0.61,64.4,19.08,32.3,3.06,8.42,77.17,70.23,0.54,10.29,21.05,4829156.0,42.8,7.54,49.74,4.09,8.76,2.35,20550441121.0,57.2,2430.0
4.73,11.5,17.81,23.14,6.18,6.95,70.23,48.61,6.62,27.78,21.48,80941.0,23.1,2.8,50.51,4.86,4.48,3.5300000000000002,760748755.5,76.9,7230.0
25.44,16.5,1.78,11.95,10.67,7.9,43.26,10.53,21.9,4.87,21.84,710280.0,53.21,2.8,50.65,4.26,4.03,3.5300000000000002,34546115998.0,46.79,22760.0
11.15,13.3,10.39,16.63,8.58,6.75,50.44,62.44,12.8,18.22,5.62,3701056.0,69.57,2.37,50.56,4.26,3.68,5.67,138000000000.0,30.43,11350.0
19.44,10.5,6.67,15.03,8.18,6.38,46.83,49.07,14.5,25.45,27.07,19924769.0,76.11,0.08,49.86,4.03,2.55,2.69,70734620622.5,23.9,28340.0
3.4,42.2,11.49,22.29,4.72,6.84,56.12,72.01,11.2,4.13,21.84,2967958.0,52.52,0.07,50.46,3.76,4.03,3.5300000000000002,70734620622.5,47.48,14380.0
10.905000000000001,6.3,6.59,12.69,9.97,8.82,36.59,1.05,9.01,1.05,21.84,2831.0,93.61,2.8,49.58,2.42,6.34,3.5300000000000002,731473889.9,6.4,16520.0
10.905000000000001,21.7,6.59,23.63,5.99,10.19,60.26,60.0,19.2,10.29,21.84,3983.0,64.01,2.8,48.49,4.26,2.79,3.5300000000000002,72357925.97,35.99,6540.0
0.08,43.6,23.93,37.25,1.66,5.85,89.88,71.89,0.2,34.41,21.82,1792520.0,24.95,2.8,50.52,2.57,4.03,2.38,110000000000.0,75.05,2480.0
18.62,8.4,9.31,7.8,17.19,7.445,48.19,71.3,7.94,10.29,12.22,13435621.0,69.61,1.46,50.335,5.38,6.98,1.13,670000000000.0,30.39,16060.0
34.35,5.9,0.96,10.62,1.65,1.77,19.9,5.49,25.2,0.69,21.84,1202890.0,87.05,2.8,50.335,3.98,5.29,3.5300000000000002,611000000000.0,12.95,14380.0
40.58,4.3,0.66,10.1,18.72,10.1,57.51,71.34,48.6,24.71,14.7,10798066.0,83.9,2.8,50.61,5.44,2.28,7.06,70734620622.5,16.1,46980.0
35.72,6.4,0.94,10.9,16.22,10.27,53.22,44.36,30.0,17.24,18.62,1792520.0,82.66,2.8,50.44,5.4,4.27,12.72,70734620622.5,17.34,64790.0
31.29,7.0,7.31,10.34,15.34,9.43,54.17,80.35,35.4,11.57,15.56,153795.0,95.52,2.8,51.59,4.54,2.88,1.24,82866708109.0,4.49,24170.0
15.81,14.7,24.85,24.6,4.87,5.1,52.99,58.28,16.3,9.13,33.39,16973620.0,50.42,2.42,49.98,4.95,7.47,5.96,258000000000.0,49.58,7540.0
0.93,19.2,6.59,29.94,3.71,5.49,76.9,15.34,1.16,1.64,21.84,232127.0,25.53,2.8,49.7,2.17,4.96,3.5300000000000002,1038152652.0,74.48,3330.0
9.01,24.2,6.59,16.21,7.99,7.58,57.43,24.38,18.5,2.95,21.84,3339366.0,88.28,2.8,50.46,4.26,8.48,3.5300000000000002,70734620622.5,11.72,14380.0
17.03,20.9,12.66,15.4,8.43,6.17,45.18,39.43,3.27,21.65,33.01,1792520.0,37.34,0.35,50.62,3.22,4.03,0.95,70734620622.5,62.66,11280.0
10.905000000000001,15.9,6.59,12.1,19.64,8.4,63.69,9.43,13.2,2.57,21.84,4316.0,95.94,2.8,50.335,4.26,4.03,3.5300000000000002,70734620622.5,4.06,14380.0
7.43,15.3,7.1,28.8,3.43,3.49,75.16,67.75,9.2,7.67,12.17,1118249.0,76.72,2.8,50.14,4.26,3.15,0.11,33201238941.0,23.28,6910.0
1.08,43.5,6.59,31.25,2.72,6.51,75.15,44.42,3.43,2.19,21.84,20045810.0,37.91,2.8,49.45,4.26,2.12,3.5300000000000002,70734620622.5,62.09,14380.0
0.43,59.3,2.97,34.95,1.73,6.6,83.18,32.07,0.38,5.11,21.84,10480465.0,44.63,5.76,50.66,3.95,7.88,1.74,58487584005.0,55.37,3090.0
1.31,51.4,8.77,31.01,3.38,8.13,80.29,41.88,1.62,10.34,16.76,10617452.0,32.24,4.67,52.87,4.26,4.03,1.1,42763906836.0,67.76,2730.0
0.07,59.6,6.59,35.84,2.4,7.34,84.6,58.74,0.36,12.0,21.84,1792520.0,26.31,2.8,49.49,4.26,2.94,3.5300000000000002,86285361407.0,73.69,2150.0
19.63,9.5,18.36,10.24,16.23,11.33,48.18,41.47,6.94,21.89,17.15,1041188.0,62.97,3.58,50.05,3.02,2.27,0.02,45086289512.0,37.03,16040.0
9.33,22.3,11.23,21.52,6.18,4.55,58.46,17.35,11.4,3.16,38.67,11370967.0,74.26,0.12,49.08,5.51,5.61,3.5300000000000002,636000000000.0,25.74,14400.0
10.905000000000001,15.9,6.59,16.200000000000003,6.84,7.445,52.34,14.5,20.3,4.85,21.84,5778.0,87.17,2.8,50.51,4.26,4.03,3.5300000000000002,70734620622.5,12.83,14380.0
50.28,2.8,0.53,16.200000000000003,14.54,7.445,38.14,39.91,13.2,1.59,21.84,9596.0,87.86,2.8,48.93,2.58,1.89,0.03,5001856285.0,12.14,63290.0
0.39,69.1,11.49,38.81,2.59,8.01,91.47,36.81,0.35,4.31,38.29,11227528.0,67.46,0.4,50.58,2.3,3.1,3.5300000000000002,235000000000.0,32.54,6810.0
8.66,9.8,2.08,12.12,10.19,6.37,40.87,20.45,29.2,9.09,21.84,70492.0,24.38,0.4,52.25,2.57,4.83,0.0,2294796016.0,75.62,24620.0
23.15,9.7,7.31,13.9,11.82,8.96,54.27,43.1,16.8,15.42,19.54,3559798.0,92.23,0.03,50.49,4.64,3.39,2.64,70734620622.5,7.77,25560.0
16.26,10.8,11.34,12.05,12.75,13.01,49.63,58.83,14.6,15.57,19.61,1020631.0,63.43,1.2,50.335,2.77,3.91,1.84,45783936976.0,36.57,16400.0
17.66,15.9,6.59,7.19,15.54,11.24,47.81,11.11,32.5,11.11,13.46,59803.0,43.87,2.8,52.87,4.26,3.13,0.03,3949220211.0,56.13,37070.0
35.84,3.8,2.3,12.1,16.57,6.7,53.71,47.26,25.9,4.06,25.77,3502976.0,86.36,2.8,50.36,5.33,4.1,3.5300000000000002,70734620622.5,13.64,56780.0
29.25,3.3,1.22,9.6,19.44,10.3,51.12,31.48,42.5,15.99,29.31,3672325.0,59.0,2.8,50.78,5.49,2.86,2.47,577000000000.0,41.01,64410.0
