Access to electricity (% of population),"Adjusted net savings, including particulate emission damage (% of GNI)",Age dependency ratio (% of working-age population),Agricultural land (% of land area),"Agriculture, forestry, and fishing, value added (% of GDP)","Air transport, registered carrier departures worldwide","Annual freshwater withdrawals, total (% of internal resources)",Arable land (% of land area),"Birth rate, crude (per 1,000 people)",Cereal yield (kg per hectare),"Children out of school, primary, female","Children out of school, primary, male",Container port traffic (TEU: 20 foot equivalent units),"Contributing family workers, female (% of female employment) (modeled ILO estimate)","Contributing family workers, male (% of male employment) (modeled ILO estimate)",Crop production index (2014-2016 = 100),"Current account balance (BoP, current US$)","Death rate, crude (per 1,000 people)",Diabetes prevalence (% of population ages 20 to 79),Energy intensity level of primary energy (MJ/$2017 PPP GDP),Expense (% of GDP),Exports of goods and services (% of GDP),External debt stocks (% of GNI),"External debt stocks, total (DOD, current US$)","Fertility rate, total (births per woman)",Fertilizer consumption (kilograms per hectare of arable land),Fixed broadband subscriptions (per 100 people),Fixed telephone subscriptions (per 100 people),Food production index (2014-2016 = 100),Forest area (% of land area),Forest area (sq. km),Fuel exports (% of merchandise exports),GDP (current US$),GDP growth (annual %),"GNI per capita, PPP (current international $)","GNI, PPP (current international $)","Government expenditure on education, total (% of GDP)","Grants, excluding technical cooperation (BoP, current US$)",Gross savings (% of GDP),High-technology exports (% of manufactured exports),High-technology exports (current US$),"Immunization, DPT (% of children ages 12-23 months)","Immunization, measles (% of children ages 12-23 months)",Imports of goods and services (% of GDP),"Incidence of tuberculosis (per 100,000 people)","Industry (including construction), value added (% of GDP)","Inflation, consumer prices (annual %)","Intentional homicides (per 100,000 people)","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Labor force, female (% of total labor force)","Labor force, total",Land area (sq. km),"Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)",Livestock production index (2014-2016 = 100),Medium and high-tech exports (% manufactured exports),Medium and high-tech manufacturing value added (% manufacturing value added),Merchandise exports (current US$),Merchandise imports (current US$),Merchandise trade (% of GDP),Military expenditure (% of GDP),Mobile cellular subscriptions (per 100 people),"Mortality rate, under-5 (per 1,000 live births)",Net ODA received (% of GNI),Net ODA received per capita (current US$),Net acquisition of financial assets (% of GDP),"Net incurrence of liabilities, total (% of GDP)",Net lending (+) / net borrowing (-) (% of GDP),Net migration,Net official development assistance received (current US$),Permanent cropland (% of land area),Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Population ages 65 and above (% of total population),Population growth (annual %),Population in urban agglomerations of more than 1 million (% of total population),"Population, female (% of total population)","Population, total","Prevalence of HIV, total (% of population ages 15-49)",Prevalence of undernourishment (% of population),Price level ratio of PPP conversion factor (GDP) to market exchange rate,"Primary completion rate, total (% of relevant age group)",Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Renewable internal freshwater resources, total (billion cubic meters)","Revenue, excluding grants (% of GDP)",Risk of catastrophic expenditure for surgical care (% of people at risk),Risk of impoverishing expenditure for surgical care (% of people at risk),Rural population,Rural population (% of total population),"School enrollment, primary (% gross)","School enrollment, secondary (% gross)","School enrollment, tertiary (% gross)",Secure Internet servers (per 1 million people),Short-term debt (% of total reserves),Surface area (sq. km),"Technical cooperation grants (BoP, current US$)","Total debt service (% of exports of goods, services and primary income)","Total reserves (includes gold, current US$)",Trained teachers in primary education (% of total teachers),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Urban population,Urban population (% of total population),"Vulnerable employment, female (% of female employment) (modeled ILO estimate)","Vulnerable employment, male (% of male employment) (modeled ILO estimate)"
27.5,,74.0,54.71,57.45,,0.13,21.95,31.36,1966.9,,,,5.81,5.39,133.47,-395464661.5,9.11,2.1,5.49,,16.93,58.34,2450704006.0,3.98,2.67,0.0,0.0,130.56,34.85,25151.5,,4249234704.0,4.1,1610.0,13517868448.0,9.44,510840000.0,-3.54,,,92.0,87.0,41.46,289.0,5.93,11.87,,51.03,55.48,48.09,2717703.0,72180.0,61.35,58.76,60.06,106.48,,,697000000.0,1803000000.0,58.83,0.61,97.7,104.4,16.89,84.28,,,,-1544.0,709659973.1,2.29,39.39,57.47,3.14,2.24,14.68,49.9,8420641.0,1.4,27.8,0.31,95.44,12.33,71.1,160.0,,,,4768441.0,56.63,151.73,70.73,,9.74,19.17,72300.0,55420000.0,9.05,945907747.2,73.14,3.52,3652200.0,43.37,91.08,82.69
100.0,31.55,35.35,0.92,0.03,56482.0,83.12,0.78,8.6,,827.0,693.0,37571200.0,0.66,0.25,104.66,86137205523.0,5.8,11.6,2.51,16.38,183.01,,,1.12,140.89,27.52,34.3,133.72,21.43,153.9,10.04,434000000000.0,9.69,112140.0,612000000000.0,2.82,,44.01,54.97,192000000000.0,98.0,96.0,146.77,48.0,24.28,2.3,0.1,64.17,77.63,42.88,3418165.0,718.0,85.5,80.8,83.09,139.53,76.12,81.81,457000000000.0,406000000000.0,198.93,2.78,147.48,2.2,,,13.64,11.97,1.67,19321.0,,0.14,11.99,73.88,14.13,-4.17,100.0,47.69,5453566.0,,,0.6,100.56,29.81,1.1,0.6,17.23,,,0.0,0.0,99.87,103.04,97.1,176692.09,,728.0,,,425000000000.0,98.01,4.64,5453566.0,100.0,6.64,12.0
100.0,,27.17,,,,,,8.7,,,,,,,,-311462826.0,5.6,,7.7,,,,,1.58,,,,,10.88,3.7,,1353071061.0,4.58,40390.0,1644331569.0,,,,,,,,,2.6,6.03,,,,,,,34.0,76.7,71.54,73.97,,,,144000000.0,775000000.0,67.92,,,,,,,,,212.0,,,11.71,78.63,9.66,0.88,,46.48,40708.0,,,0.8,,,0.0,,,,,0.0,0.0,,,,1203.69,,34.0,,,,,,40708.0,100.0,,
100.0,4.45,49.5,38.6,1.79,72.0,4.49,27.58,10.4,5976.8,4877.0,5183.0,,0.09,0.1,99.81,-4654508060.0,13.5,5.8,4.14,30.38,92.06,,,1.63,134.49,32.61,10.6,97.37,40.06,19259.0,3.2,119000000000.0,4.77,36700.0,200000000000.0,4.8,,18.19,9.0,8421902423.0,97.0,95.0,92.14,2.8,28.6,3.15,1.01,55.08,66.33,46.99,2773127.0,48080.0,78.2,71.2,74.61,91.65,71.59,49.82,104000000000.0,104000000000.0,175.25,1.77,135.15,5.9,,,3.02,8.38,-5.45,1746.0,,0.37,15.88,66.89,17.23,-0.21,,51.17,5447247.0,0.1,2.8,0.58,92.15,22.67,17.9,12.6,25.02,0.0,0.0,2515539.0,46.18,100.06,91.09,50.73,31322.79,,49030.0,,,9609533729.0,,6.89,2931708.0,53.82,7.17,16.41
100.0,11.22,55.5,30.34,1.68,854.0,4.99,8.99,9.0,6864.8,940.0,1071.0,997000.0,2.24,1.32,84.9,2072569849.0,11.0,5.8,3.26,30.23,83.56,,,1.64,246.36,31.55,32.9,97.8,61.37,12357.93,4.11,61832201544.0,8.23,45940.0,96849688633.0,5.37,,25.23,6.21,2476347678.0,86.0,95.0,77.72,4.3,28.43,1.92,0.42,54.07,62.88,46.17,1045561.0,20136.4,83.8,77.7,80.68,105.74,68.39,37.33,57352000000.0,57560000000.0,185.84,1.24,123.02,2.4,,,-2.02,3.08,-5.03,4568.0,,2.6,15.19,64.31,20.5,0.27,,49.74,2108079.0,0.1,2.5,0.63,97.18,26.67,23.4,18.67,26.4,0.1,0.0,939634.0,44.57,99.78,108.18,82.24,55445.27,,20480.0,,,2266987092.0,,4.75,1168445.0,55.43,8.51,12.15
76.3,,74.81,4.29,35.04,5488.64,,0.82,29.79,1899.8,,,,65.85,36.24,108.11,-78191576.99,5.03,19.8,5.07,31.09,27.17,30.16,483164953.0,3.98,10.34,0.13,0.92,101.58,90.11,25222.4,,1522794913.0,2.56,2750.0,1943893907.0,8.33,198850000.0,17.99,,,87.0,67.0,39.46,65.0,18.06,-0.12,,81.8,84.64,48.56,357421.0,27990.0,71.96,68.93,70.35,101.19,,,371000000.0,526000000.0,58.9,,66.96,18.9,17.18,373.96,0.78,3.59,-4.01,-808.0,264709991.5,3.18,39.34,57.21,3.46,2.38,,48.9,707851.0,,19.0,0.79,,8.0,49.1,44.7,24.82,3.5,59.9,529982.0,74.87,,,,100.3,7.44,28900.0,44210000.0,2.8,694515407.8,,0.87,177869.0,25.13,75.31,53.63
49.3,,99.4,70.34,,,54.97,1.75,43.56,502.6,,,,13.98,9.21,101.06,,11.6,6.5,6.57,,15.57,42.99,4211181016.0,6.31,1.07,0.69,0.53,99.82,9.41,59032.5,,9838711529.0,3.31,1460.0,24842809046.0,,2453720000.0,,,,42.0,46.0,66.51,250.0,,,,21.01,46.7,31.37,3038348.0,627340.0,57.41,53.25,55.28,99.67,,,,,,,51.82,109.4,24.57,141.06,,,,-17071.0,2407310059.0,0.05,47.25,50.15,2.6,3.15,13.99,49.87,17065581.0,,48.7,0.39,,24.36,95.4,6.0,,,,9090664.0,53.27,8.45,5.46,,5.33,,637660.0,85430000.0,1.13,,,19.55,7974917.0,46.73,60.22,39.39
89.3,,53.01,79.42,2.56,126160.11,46.63,9.89,19.82,5151.1,103698.0,464406.0,4415223.0,0.52,0.67,125.16,15700969351.0,11.43,10.8,6.57,33.23,31.11,41.12,169000000000.0,2.37,104.64,2.76,2.39,114.24,14.03,170136.9,8.68,420000000000.0,4.7,13900.0,826000000000.0,6.55,1097050000.0,16.34,5.55,2418464070.0,86.0,87.0,24.97,513.0,24.62,4.61,41.87,49.64,62.46,46.51,23621462.0,1213090.0,65.0,59.46,62.34,104.22,45.35,24.43,124000000000.0,114000000000.0,56.55,0.81,168.92,34.7,0.25,17.54,-0.69,4.22,-4.9,10934.0,1041569946.0,0.34,28.67,65.35,5.97,1.0,36.54,51.35,59392255.0,18.2,7.9,0.5,97.01,46.58,9.7,44.8,28.35,11.6,32.3,19096392.0,32.15,98.12,111.8,25.36,16628.14,63.01,1219090.0,139400000.0,18.76,57597149617.0,,28.77,40295863.0,67.85,27.5,24.23
7.7,,90.7,44.71,,,2.53,3.79,29.11,844.6,,,,67.76,18.17,112.4,-6550000.0,11.05,6.5,5.88,,,,,4.47,0.03,0.0,,114.19,11.33,71570.0,,,,,,,1879030000.0,,,,69.0,74.0,,227.0,,10.52,,70.03,70.43,51.28,4172935.0,631930.0,56.47,53.43,54.98,115.1,,,812000000.0,1080000000.0,38.02,2.63,30.48,98.8,,197.17,,,,-31885.0,2119209961.0,0.13,44.71,52.44,2.85,1.33,,50.5,10748272.0,2.0,21.4,,,32.36,32.4,26.0,,,,8543371.0,79.49,81.86,,,4.09,,646883.0,69440000.0,,,,13.87,2204901.0,20.51,94.57,81.11
100.0,7.98,51.54,52.48,2.73,381188.36,26.1,23.11,7.1,4227.4,24304.0,28577.0,17712459.0,0.49,0.34,114.78,10892992387.0,9.5,10.3,2.66,24.83,34.18,,,1.19,161.05,34.93,39.9,116.79,37.17,185764.6,6.01,1450000000000.0,6.4,43960.0,2080000000000.0,4.87,,22.35,9.39,23457225215.0,92.0,95.0,33.21,8.2,20.32,3.09,0.61,52.58,62.53,47.08,23384158.0,499733.24,86.2,80.4,83.23,119.84,54.13,39.83,380000000000.0,420000000000.0,55.32,1.37,119.62,3.1,,,2.95,9.02,-6.03,275022.0,,10.12,14.11,65.99,19.9,0.11,25.93,50.99,47415794.0,0.2,2.5,0.7,99.17,43.43,19.0,111.2,17.19,0.7,0.3,8982448.0,18.94,102.9,119.11,94.59,24998.99,,505964.59,,,92201269195.0,100.0,14.78,38433346.0,81.06,8.64,13.15
100.0,,52.37,45.46,8.79,11210.0,24.52,22.18,14.02,4557.2,,,7250000.0,15.43,2.33,117.02,-3284272218.0,7.36,11.3,1.67,17.47,16.92,67.85,58732518598.0,1.99,153.94,10.54,12.6,119.22,34.11,21098.6,1.93,88609332762.0,4.21,13990.0,310000000000.0,1.51,242270000.0,33.0,1.05,94328328.0,96.0,97.0,24.31,63.0,29.95,7.01,,32.54,71.74,33.5,8694780.0,61860.0,79.5,73.11,76.4,128.88,10.04,9.02,12499000000.0,20637000000.0,37.4,1.89,141.29,6.7,0.18,6.96,0.26,11.91,-11.65,-92400.0,154110000.6,16.17,23.21,65.63,11.16,1.08,,51.82,22156000.0,0.1,5.3,0.28,98.56,5.38,48.8,52.8,8.27,25.6,26.6,17977378.0,81.14,96.87,91.01,21.36,482.49,274.99,65610.0,59050000.0,31.48,3136991506.0,87.63,5.26,4178622.0,18.86,39.95,39.84
100.0,,41.7,23.08,1.24,,50.83,19.23,12.13,,,,,,,109.84,-43725468.84,10.18,16.1,2.63,,,,,1.53,5.2,43.03,33.6,105.93,42.31,110.0,,858622222.2,0.48,25460.0,1212062713.0,2.78,,,,,96.0,96.0,,0.0,22.58,1.2,29.41,,,,,260.0,75.34,68.35,71.68,96.69,,,50000000.0,260000000.0,36.1,,119.11,15.9,,,,,,-90.0,,0.38,19.77,70.57,9.66,-0.08,,51.66,47606.0,,,0.68,130.58,25.0,1.6,0.02,,,,32893.0,69.09,123.62,121.11,,7289.0,,260.0,,,337532614.3,67.76,,14713.0,30.91,,
100.0,,37.69,16.3,1.74,,14.3,4.38,11.49,,,,,0.2,0.43,72.91,-221370917.0,10.3,11.7,3.35,,,46.94,892737914.9,1.4,199.76,10.68,18.0,78.34,34.05,207.7,,1834796402.0,12.23,17890.0,3213675039.0,,52930000.0,,,,80.0,77.0,,2.6,11.38,2.41,38.96,63.79,73.28,47.33,100490.0,610.0,74.72,67.84,71.11,89.65,32.68,7.83,59000000.0,602000000.0,36.03,,95.63,17.4,5.68,556.36,,,,0.0,99949996.95,11.31,18.29,72.63,9.08,0.23,,50.49,179651.0,,,0.55,,11.11,9.7,0.3,,,,145625.0,81.06,,,,350.68,21.25,620.0,2390000.0,5.96,433117473.5,83.12,20.51,34026.0,18.94,17.93,24.68
100.0,,49.09,,,,,,15.05,,,,,,,,,4.91,,,,,,,2.42,,,,,24.8,12.4,,649206262.8,4.9,,,,,,,,,,,,,,,,,,,50.0,83.62,77.25,80.38,,,,139000000.0,806000000.0,145.56,,,,,,,,,-948.0,,,22.44,67.07,10.49,-1.88,,52.46,31948.0,,,,,,,,,,,,,,,,438.21,,50.0,,,,,,,,,
100.0,,49.0,17.95,5.36,,7.9,5.13,12.9,30400.2,,,,1.25,1.08,102.09,-197130482.4,13.43,8.0,2.46,,,61.92,529161291.9,1.8,301.68,27.1,11.9,101.0,73.18,285.4,0.01,872225925.9,0.75,15370.0,1603601651.0,,18430000.0,,0.0,146.0,92.0,96.0,,8.7,13.37,1.57,30.67,53.65,73.18,41.27,51715.0,390.0,72.4,67.35,69.63,91.59,,,35000000.0,373000000.0,46.78,,94.15,11.4,14.77,1210.75,,,,-379.0,126319999.7,7.69,22.09,67.12,10.79,-0.29,,49.0,104332.0,,3.1,0.53,115.72,18.18,5.0,0.1,,,,48564.0,46.55,112.83,129.44,35.74,191.7,0.0,390.0,740000.0,21.4,311902935.0,82.04,20.28,55768.0,53.45,17.38,23.69
61.8,-8.5,80.21,60.31,6.36,15413.0,673.38,11.24,33.6,508.3,,,320274.0,9.21,3.39,116.62,-2620163040.0,6.8,18.9,4.83,,2.25,69.84,22968456717.0,4.46,7.1,0.06,0.27,110.7,9.74,181873.9,,34229513775.0,-1.87,3290.0,150000000000.0,,3514290000.0,6.72,,,84.0,81.0,1.88,58.0,7.37,359.09,,28.84,68.38,30.11,13019705.0,1868000.0,67.88,62.74,65.27,105.32,,,5027000000.0,9894000000.0,43.59,0.92,75.56,53.4,11.62,83.7,,,,-15223.0,3821500000.0,0.12,41.09,55.49,3.42,2.7,13.12,50.03,45657202.0,0.1,11.9,0.22,,,61.0,4.0,,61.6,72.9,29406434.0,64.41,,,,8.96,,1878000.0,72600000.0,45.22,,,11.47,16250768.0,35.59,66.96,55.57
98.8,,50.94,0.5,8.9,373.0,0.62,0.37,18.15,4638.3,6257.0,6332.0,109600.0,5.59,3.56,79.9,176057908.1,8.67,12.7,4.74,,,153.98,4139440483.0,2.35,175.48,19.9,19.4,87.81,97.33,151840.43,3.32,3081401726.0,-2.44,16090.0,9865121681.0,4.13,20080000.0,,4.63,5291087.0,72.0,58.0,,29.0,38.03,59.12,5.71,44.23,63.88,41.45,243125.0,156000.0,73.55,67.21,70.27,125.22,36.06,11.53,2291000000.0,1381000000.0,119.17,,147.83,17.2,1.07,46.95,,,,-492.0,28780000.69,0.03,26.48,66.25,7.27,0.97,,50.18,612985.0,1.6,9.0,0.27,76.87,29.41,14.5,99.0,,,,207072.0,33.78,97.55,65.61,8.8,5339.45,51.16,163820.0,3580000.0,17.06,992256911.9,99.76,8.46,405913.0,66.22,18.51,20.87
100.0,19.75,60.82,7.37,1.29,293982.86,1.45,6.22,11.0,5064.7,1898.0,1913.0,1635183.0,0.38,0.33,91.72,44123096904.0,8.8,5.0,3.49,29.65,46.5,,,1.67,117.13,40.84,12.1,96.45,68.7,279800.0,6.95,640000000000.0,6.15,66040.0,688000000000.0,7.57,,33.02,13.93,18973178383.0,98.0,97.0,41.75,3.8,22.69,2.16,1.08,62.19,69.37,47.13,5638697.0,407283.54,84.9,81.3,83.06,99.69,58.3,51.21,190000000000.0,187000000000.0,58.87,1.19,124.35,2.5,,,-0.76,-0.03,-0.76,80097.0,,0.01,17.71,62.18,20.1,0.6,15.9,49.63,10415811.0,,2.5,0.97,99.82,46.99,57.9,171.0,29.11,0.0,0.0,1225108.0,11.76,117.35,138.69,85.94,38601.51,,528860.72,,,62053165557.0,,8.72,9190703.0,88.24,4.46,8.77
100.0,16.15,51.59,37.95,0.63,96370.0,4.22,10.01,10.3,5515.8,434.0,802.0,,2.35,1.88,80.53,56091488479.0,8.2,4.6,1.53,12.2,71.29,,,1.52,177.19,47.94,34.5,94.38,32.21,12725.5,1.13,813000000000.0,5.39,80310.0,699000000000.0,5.04,,35.25,14.24,38186912946.0,96.0,95.0,58.97,4.7,25.58,0.58,0.48,62.23,72.68,46.8,4981500.0,39509.63,85.8,81.8,83.75,98.35,70.83,68.05,380000000000.0,324000000000.0,86.58,0.78,123.43,4.0,,,0.21,0.8,-0.91,23872.0,,0.64,15.07,65.97,18.97,0.77,16.17,50.36,8704546.0,0.2,2.5,1.15,95.48,42.5,27.7,40.4,11.47,1.0,0.0,2263530.0,26.0,101.48,103.61,71.89,140348.16,,41290.7,,,1110000000000.0,,5.1,6441016.0,74.0,9.69,9.54
88.8,,60.38,75.77,27.82,5705.0,195.8,25.38,20.11,820.4,500579.0,534818.0,,2.26,0.76,100.49,,5.12,14.9,,,24.8,58.77,5028598332.0,2.75,3.86,7.29,13.0,100.59,2.84,5220.8,,8980060819.0,1.3,2780.0,59290128975.0,,9409690000.0,,,,48.0,59.0,73.06,18.0,28.91,,,13.49,60.91,18.41,5281602.0,183630.0,75.18,69.06,72.06,99.41,22.69,21.52,3914000000.0,6136000000.0,111.91,,79.68,21.6,113.12,454.43,,,,212187.0,9690519531.0,5.81,33.02,62.35,4.62,2.62,27.23,49.91,21324367.0,0.1,27.8,0.14,55.75,11.2,1.1,7.13,,,,9356279.0,43.88,70.07,38.23,,47.08,,185180.0,289990000.0,,,,14.8,11968088.0,56.12,9.16,40.42
99.6,,65.94,35.43,22.45,1137.73,16.71,6.04,26.75,3711.4,,,,14.94,9.36,131.68,735525846.5,4.55,6.6,4.03,9.14,24.18,64.79,6970252411.0,3.19,90.36,0.06,5.04,149.45,3.06,4248.0,6.5,8937805347.0,9.4,4900.0,47821764056.0,5.7,405300000.0,40.43,0.41,734896.0,97.0,97.0,47.64,79.0,35.18,,,31.34,49.93,38.79,2516376.0,138790.0,73.73,69.57,71.59,185.05,3.37,2.82,2150000000.0,4210000000.0,71.16,0.93,118.81,31.4,5.17,57.03,-0.38,0.32,-1.73,-3564.0,556090026.9,1.47,36.41,60.26,3.32,2.14,,49.68,9750064.0,0.2,9.3,0.22,,23.81,34.9,63.46,14.28,58.8,73.2,7046761.0,72.27,101.2,88.21,39.5,102.77,35.58,141379.0,80190000.0,11.84,2498779540.0,,7.25,2703303.0,27.73,26.66,22.14
42.7,,87.71,44.62,24.79,54741.0,6.17,15.24,36.21,1747.1,758943.0,986684.0,700000.0,41.74,19.72,104.72,-2388175798.0,6.22,12.3,6.38,15.13,14.12,41.04,28505860519.0,4.73,9.25,1.98,0.11,112.95,51.11,452760.0,0.91,70655628148.0,4.32,3390.0,209000000000.0,3.12,1437640000.0,37.05,1.68,14675348.0,81.0,77.0,15.8,208.0,27.3,3.69,,76.13,84.44,48.84,28746124.0,885800.0,68.31,64.18,66.2,136.97,20.76,6.96,6391000000.0,10024000000.0,23.23,1.08,84.99,42.1,3.77,41.17,1.06,2.82,-2.43,-4865.0,2618050049.0,2.28,43.61,53.27,3.12,3.01,12.94,50.59,63588334.0,4.5,23.5,0.33,72.57,36.86,78.3,84.0,12.63,,,40725784.0,64.05,96.1,27.91,3.71,35.45,,947300.0,130670000.0,19.65,,,2.81,22862550.0,35.95,89.8,78.91
100.0,9.22,43.5,46.0,8.69,119077.0,25.53,33.57,9.0,3061.9,,,10436689.0,21.99,11.85,102.1,-10268492568.0,7.92,9.7,4.44,23.87,58.55,42.21,206000000000.0,1.33,139.36,17.32,6.46,100.1,38.83,198370.0,3.61,506000000000.0,1.57,19580.0,1400000000000.0,2.98,166170000.0,27.53,25.15,50016560454.0,97.0,96.0,58.59,146.0,35.05,1.23,,59.25,75.25,45.98,40356693.0,510890.0,83.04,74.52,78.72,102.75,62.97,41.36,272000000000.0,267000000000.0,106.45,1.31,168.78,8.4,0.03,1.85,0.28,8.67,-7.55,1133.0,132389999.4,10.86,15.8,69.69,14.51,0.18,20.46,51.41,71601103.0,1.1,5.2,0.35,103.52,15.75,19.0,224.51,17.45,0.4,9.3,34251820.0,47.84,104.19,102.94,44.08,2138.08,30.38,513120.0,60300000.0,5.83,246000000000.0,100.0,1.22,37349283.0,52.16,51.32,49.56
100.0,-81.62,68.29,22.96,8.62,,14.27,7.5,24.94,1201.9,,,,27.7,17.21,93.42,1524376825.0,7.23,8.6,2.45,41.23,63.57,7.06,278614052.2,3.15,0.53,0.01,0.14,89.77,61.85,9197.0,93.13,3621958000.0,5.32,7590.0,10029375989.0,2.97,179340000.0,56.19,,,86.0,79.0,36.33,498.0,62.24,,,60.4,71.07,45.31,562445.0,14870.0,69.54,66.1,67.74,83.9,,,616000000.0,873000000.0,41.11,1.08,104.94,50.3,6.47,193.3,-3.39,0.48,-6.81,-1997.0,255339996.3,5.37,35.29,59.42,5.29,1.6,,49.01,1320942.0,0.2,22.3,0.39,100.9,38.46,12.1,8.22,33.79,,,902269.0,68.31,124.2,,,121.13,0.11,14870.0,64000000.0,0.37,934780578.6,,2.34,418673.0,31.7,79.47,55.36
55.7,,76.5,70.23,18.36,11293.0,1.94,48.72,31.86,1149.5,,,1986131.0,57.17,42.8,115.76,,8.17,2.1,8.6,13.49,23.63,40.38,3413019499.0,4.26,2.06,0.75,0.61,121.99,22.18,12063.1,2.55,8342243646.0,5.99,2650.0,22932514788.0,4.23,234040000.0,,0.33,1274941.0,83.0,70.0,33.96,33.0,20.17,4.19,,55.9,59.29,48.4,2975025.0,54390.0,62.39,60.85,61.62,125.79,,,1060000000.0,2676000000.0,44.78,3.11,72.35,62.4,4.2,40.58,2.35,7.25,-4.9,-995.0,350790008.5,3.13,40.25,56.66,3.1,2.37,21.68,49.74,8644829.0,1.8,17.4,0.36,88.91,18.68,75.1,11.5,14.84,64.2,71.8,4896604.0,56.64,121.08,64.29,,25.8,,56790.0,49630000.0,9.0,,75.79,2.29,3748225.0,43.36,80.43,62.22
100.0,-3.35,68.98,48.61,16.32,,,27.78,23.05,,,,,5.01,3.54,96.72,-33413648.47,6.97,15.0,4.65,,12.52,45.14,223626733.7,3.24,11.35,6.46,10.3,97.52,12.43,89.5,,469228219.7,-2.67,7180.0,760864597.4,4.93,94170000.0,4.53,,,99.0,99.0,60.84,7.6,15.92,5.64,,42.22,64.56,41.19,36740.0,720.0,73.72,68.42,70.99,101.64,23.45,1.61,16000000.0,246000000.0,55.84,,60.68,11.2,22.64,1066.53,,,,-948.0,113069999.7,15.28,34.62,59.18,6.2,0.72,,50.54,106017.0,,,0.66,99.06,0.0,1.8,,,,,81523.0,76.9,107.02,100.29,,688.57,0.0,750.0,11190000.0,4.85,361811847.8,97.53,2.11,24494.0,23.1,35.88,39.08
100.0,,43.68,10.53,1.47,11513.0,8.76,4.87,11.69,1589.6,,,410393.0,0.77,0.3,101.09,2629308365.0,9.13,12.7,18.72,,,,,1.63,354.45,24.93,23.0,88.07,44.4,2277.7,23.77,24496505941.0,-1.04,27530.0,42000024373.0,3.0,,,0.1,5248961.0,94.0,93.0,,13.0,39.96,2.06,29.36,46.35,62.54,43.58,668306.0,5130.0,76.4,69.66,72.97,82.81,56.28,39.38,8620000000.0,5749000000.0,58.66,0.89,130.88,15.9,,,,,,2632.0,,4.29,19.3,69.6,11.1,0.49,,50.66,1525663.0,1.1,12.2,0.58,,26.19,0.5,3.84,,,,713019.0,46.74,,,,312.65,,5130.0,,,6879594622.0,,4.45,812644.0,53.27,13.83,25.94
99.9,-1.36,50.87,62.44,10.15,17557.0,92.11,18.22,16.09,1452.0,2674.0,10448.0,469658.0,2.14,1.5,102.89,-2790154101.0,7.88,9.6,3.81,,42.01,91.66,41668314092.0,2.09,48.05,12.42,13.8,103.49,4.53,7042.6,6.55,46812290143.0,4.61,11840.0,145000000000.0,6.68,392050000.0,8.63,7.17,959678980.0,97.0,95.0,52.21,36.0,23.41,5.71,,25.66,65.2,29.3,4136323.0,155360.0,77.15,70.74,73.77,104.96,50.24,27.57,16689000000.0,22486000000.0,83.69,2.64,127.58,12.3,2.4,89.18,,,,-9189.0,1093560059.0,13.64,24.92,66.28,8.8,0.83,19.59,50.61,12262946.0,0.1,3.0,0.31,97.17,26.27,11.6,4.2,,13.9,8.5,3692618.0,30.11,105.04,,33.9,406.26,152.49,163610.0,326050000.0,21.19,8845557076.0,,16.51,8570328.0,69.89,12.26,23.84
100.0,,46.76,49.49,5.53,534041.09,25.73,25.83,14.68,2918.5,,,12591327.0,20.19,4.48,114.51,-6433000000.0,6.4,14.5,2.48,24.07,35.74,54.07,438000000000.0,1.89,129.53,20.92,14.2,120.12,29.07,223763.6,3.69,820000000000.0,11.44,31230.0,2630000000000.0,3.54,2038680000.0,30.62,3.28,5715371245.0,95.0,96.0,35.34,14.0,31.13,19.6,2.52,32.76,70.14,32.05,33070239.0,769630.0,79.12,73.04,76.03,131.85,41.63,34.34,225000000000.0,271000000000.0,60.58,1.9,101.79,10.1,0.13,12.59,2.76,4.38,-1.61,-69729.0,1059540039.0,4.67,23.48,68.14,8.38,0.91,37.85,49.88,84147318.0,,2.5,0.31,103.44,17.33,12.0,227.0,23.0,,,19716558.0,23.43,102.6,114.15,125.76,7755.87,107.94,785350.0,596580000.0,24.82,110000000000.0,,11.97,64430760.0,76.57,29.09,23.88
100.0,,56.57,72.01,11.81,6510.89,1867.97,4.13,21.59,2096.2,,,,3.29,1.87,125.31,,6.59,6.7,10.18,,20.56,9.76,4850980367.0,2.67,241.91,4.08,11.3,112.29,8.78,41270.0,,50007428571.0,6.2,,,3.85,24600000.0,,,,97.0,97.0,12.5,47.0,37.12,,,47.57,44.66,52.85,2013301.0,469930.0,72.66,65.87,69.26,113.87,,,9377000000.0,4022000000.0,26.79,,98.63,41.4,0.06,4.53,,,,-4503.0,28709999.08,0.13,31.22,63.87,4.91,1.45,,50.46,6341855.0,,5.7,0.43,110.15,25.0,0.1,1.41,,,,2980799.0,47.0,109.88,91.97,16.42,98.08,,488100.0,7070000.0,,,99.58,4.45,3361056.0,53.0,30.11,27.91
