Access to electricity (% of population),"Adjusted net savings, including particulate emission damage (% of GNI)",Age dependency ratio (% of working-age population),Agricultural land (% of land area),"Agriculture, forestry, and fishing, value added (% of GDP)","Air transport, registered carrier departures worldwide","Annual freshwater withdrawals, total (% of internal resources)",Arable land (% of land area),"Birth rate, crude (per 1,000 people)",Cereal yield (kg per hectare),"Children out of school, primary, female","Children out of school, primary, male",Container port traffic (TEU: 20 foot equivalent units),"Contributing family workers, female (% of female employment) (modeled ILO estimate)","Contributing family workers, male (% of male employment) (modeled ILO estimate)",Crop production index (2014-2016 = 100),"Current account balance (BoP, current US$)","Death rate, crude (per 1,000 people)",Diabetes prevalence (% of population ages 20 to 79),Energy intensity level of primary energy (MJ/$2017 PPP GDP),Expense (% of GDP),Exports of goods and services (% of GDP),External debt stocks (% of GNI),"External debt stocks, total (DOD, current US$)","Fertility rate, total (births per woman)",Fertilizer consumption (kilograms per hectare of arable land),Fixed broadband subscriptions (per 100 people),Fixed telephone subscriptions (per 100 people),Food production index (2014-2016 = 100),Forest area (% of land area),Forest area (sq. km),Fuel exports (% of merchandise exports),GDP (current US$),GDP growth (annual %),"GNI per capita, PPP (current international $)","GNI, PPP (current international $)","Government expenditure on education, total (% of GDP)","Grants, excluding technical cooperation (BoP, current US$)",Gross savings (% of GDP),High-technology exports (% of manufactured exports),High-technology exports (current US$),"Immunization, DPT (% of children ages 12-23 months)","Immunization, measles (% of children ages 12-23 months)",Imports of goods and services (% of GDP),"Incidence of tuberculosis (per 100,000 people)","Industry (including construction), value added (% of GDP)","Inflation, consumer prices (annual %)","Intentional homicides (per 100,000 people)","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Labor force, female (% of total labor force)","Labor force, total",Land area (sq. km),"Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)",Livestock production index (2014-2016 = 100),Medium and high-tech exports (% manufactured exports),Medium and high-tech manufacturing value added (% manufacturing value added),Merchandise exports (current US$),Merchandise imports (current US$),Merchandise trade (% of GDP),Military expenditure (% of GDP),Mobile cellular subscriptions (per 100 people),"Mortality rate, under-5 (per 1,000 live births)",Net ODA received (% of GNI),Net ODA received per capita (current US$),Net acquisition of financial assets (% of GDP),"Net incurrence of liabilities, total (% of GDP)",Net lending (+) / net borrowing (-) (% of GDP),Net migration,Net official development assistance received (current US$),Permanent cropland (% of land area),Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Population ages 65 and above (% of total population),Population growth (annual %),Population in urban agglomerations of more than 1 million (% of total population),"Population, female (% of total population)","Population, total","Prevalence of HIV, total (% of population ages 15-49)",Prevalence of undernourishment (% of population),Price level ratio of PPP conversion factor (GDP) to market exchange rate,"Primary completion rate, total (% of relevant age group)",Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Renewable internal freshwater resources, total (billion cubic meters)","Revenue, excluding grants (% of GDP)",Risk of catastrophic expenditure for surgical care (% of people at risk),Risk of impoverishing expenditure for surgical care (% of people at risk),Rural population,Rural population (% of total population),"School enrollment, primary (% gross)","School enrollment, secondary (% gross)","School enrollment, tertiary (% gross)",Secure Internet servers (per 1 million people),Short-term debt (% of total reserves),Surface area (sq. km),"Technical cooperation grants (BoP, current US$)","Total debt service (% of exports of goods, services and primary income)","Total reserves (includes gold, current US$)",Trained teachers in primary education (% of total teachers),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Urban population,Urban population (% of total population),"Vulnerable employment, female (% of female employment) (modeled ILO estimate)","Vulnerable employment, male (% of male employment) (modeled ILO estimate)"
100.0,8.385,84.01,35.03,28.53,15844.0,1.26,24.83,36.61,1408.6,11816.0,12074.0,1619953.5,0.86,0.62,129.62,-734659106.6,9.43,1.1,4.79,24.83,20.92,38.76,6821309315.0,4.97,40.71,0.15,0.09,121.75,27.36,30851.5,0.0,17687623530.0,7.16,3560.0,46230987531.0,3.2,587700000.0,23.4,2.7,1211677.0,76.0,68.0,27.14,53.0,16.47,1.73,2.455,54.8,67.5,45.15,4560387.0,112760.0,61.45,58.22,59.82,130.7,30.3,22.42,3642000000.0,4370000000.0,45.3,0.55,97.96,15.4,4.83,65.4,0.665,4.69,-4.13,1732.0,849979980.5,5.32,42.58,54.35,3.08,2.76,21.72,49.91,12996895.0,0.8,9.9,0.38,97.09,8.43,54.5,10.3,20.955,8.55,13.9,6632056.0,51.03,110.71,95.23,55.27,22.47,22.02,114760.0,78140000.0,16.77,8424740406.0,94.645,1.69,6364839.0,48.97,83.89,72.8
100.0,8.385,52.86,5.56,0.29,15844.0,9.245000000000001,5.56,7.7,3062.55,11816.0,12074.0,1619953.5,3.5999999999999996,1.81,104.94,962257799.4,11.3,13.0,1.52,24.83,48.68,51.52,13759708513.0,1.3,239.47,35.58,38.7,105.58000000000001,18.52,10.0,0.02,7286607000.0,5.42,16040.0,6220347841.0,1.88,258655000.0,22.195,8.07,1878816.0,90.0,89.0,23.52,3.6,5.3,3.4450000000000003,2.455,52.455,69.39500000000001,44.875,4154629.0,54.0,82.71,75.82,79.28,105.97,30.3,7.71,29000000.0,1055000000.0,14.88,1.495,105.94,15.4,3.265,60.85,0.665,4.69,-4.13,291.0,480160003.65,1.63,14.9,65.42,19.68,-0.2,21.72,51.76,63764.0,0.4,5.2,0.44,97.09,23.78,0.9,32.15,20.955,8.55,13.9,0.0,0.0,99.91,80.72,55.27,6257.45,22.02,4290.0,62150000.0,14.025,8424740406.0,94.645,6.035,63764.0,100.0,29.265,27.884999999999998
100.0,8.385,40.72,13.45,15.79,696.0,0.43,2.46,12.48,3344.0,11816.0,12074.0,1619953.5,3.5999999999999996,1.81,91.44,-319279309.5,6.48,10.4,9.72,24.83,29.2,51.52,3068867964.0,1.41,14.31,0.36,2.54,100.29,71.5,27270.6,3.38,2768802803.0,4.42,12660.0,9846215601.0,6.6,60980000.0,23.96,5.99,95210004.0,98.0,97.0,48.38,164.0,31.62,7.35,2.455,64.95,72.71,43.84,414677.0,38140.0,73.77,70.14,71.82,105.97,30.3,22.42,784000000.0,1220000000.0,72.38,1.495,100.07,24.5,4.88,60.85,0.665,4.69,-4.13,291.0,127349998.5,0.16,22.8,71.06,6.14,0.64,21.72,50.355000000000004,777486.0,0.2,5.2,0.27,90.59,17.02,81.8,78.0,20.955,8.55,15.1,443105.0,56.99,103.03,90.8,55.27,814.16,22.02,38390.0,14940000.0,15.51,976260349.6,94.645,4.8,334381.0,43.01,82.96,61.88
98.6,8.385,56.33,35.19,12.92,45832.2,0.73,4.49,21.84,2523.0,11816.0,12074.0,1619953.5,28.48,11.53,116.71,1580861017.0,9.95,5.5,3.89,24.83,27.83,40.7,16025613524.0,2.62,10.35,9.45,4.61,116.96,46.73,20515.57,3.38,40406111693.0,6.11,9110.0,110000000000.0,4.255,108850000.0,13.85,4.55,22371253.0,70.0,75.0,31.2,107.0,26.36,0.74,2.455,57.6,78.64,42.46,5664325.0,1083300.0,66.8,60.88,63.63,116.99,3.25,11.94,11030000000.0,9121000000.0,49.87,1.41,99.62,24.8,1.29,41.96,0.665,4.69,-4.13,-4666.0,506820007.3,0.23,31.12,63.97,4.91,1.19,21.72,49.84,12079472.0,0.4,19.4,0.36,97.09,46.15,12.8,32.15,20.955,8.55,13.9,3566464.0,29.53,98.86,91.5,55.27,241.65,22.02,1098580.0,62150000.0,14.22,4730168840.0,94.645,5.09,8513008.0,70.48,72.85,61.16
100.0,8.385,49.39,44.2,5.02,15844.0,0.86,19.69,8.42,4422.1,11816.0,12074.0,1619953.5,5.29,1.43,107.92,-418984246.9,8.129999999999999,9.1,5.89,28.11,42.57,55.89,13026483950.0,1.35,62.02,24.59,21.2,95.71,42.73,21879.1,8.54,23672712242.0,7.39,18160.0,59408516652.0,4.14,286250000.0,22.04,5.32,323354391.0,76.0,61.0,53.91,25.0,24.8,3.4450000000000003,2.455,39.63,60.57,40.61,1387825.0,51200.0,77.53,73.11,75.3,105.97,28.99,18.57,8614000000.0,13029000000.0,91.43,0.93,114.0,6.1,2.41,60.85,0.665,4.69,-4.13,-25865.0,564419982.9,2.11,14.92,66.94,18.14,-1.44,21.72,50.77,3270943.0,0.4,2.5,0.39,97.09,26.19,36.6,35.5,20.955,8.55,13.9,1654279.0,50.58,99.91,84.97,43.58,3925.17,22.02,51210.0,93620000.0,13.83,9475044026.0,94.645,14.9,1616664.0,49.43,21.76,17.22
73.7,8.5,57.5,45.63,1.79,2593.0,9.73,0.46,23.58,1002.4,11816.0,12074.0,1619953.5,2.97,3.0,104.94,-314582867.6,9.46,5.2,2.68,28.39,41.91,51.52,1981527906.0,2.79,59.27,5.55,3.91,98.28,26.71,151364.0,0.39,18750946600.0,11.92,16500.0,42718599230.0,4.255,90000000.0,30.9,0.33,23428722.0,95.0,97.0,46.84,228.0,33.04,7.24,2.455,59.26,69.35,47.33,1114453.0,566730.0,63.59,58.69,61.14,90.5,3.57,28.73,7420000000.0,8400000000.0,84.37,1.495,160.74,39.9,0.52,37.25,0.665,4.69,-4.13,1816.0,96430000.31,0.0,32.91,63.49,3.59,1.64,21.72,50.64,2588423.0,0.4,22.9,0.43,97.09,10.77,27.4,2.4,20.955,8.55,13.9,736148.0,28.44,93.72,70.02,55.27,311.0,22.02,581730.0,10320000.0,14.025,4801608912.0,94.645,6.035,1852275.0,71.56,29.25,28.48
99.5,8.385,43.11,28.64,6.56,15844.0,1.19,6.97,12.88,4477.4,11816.0,12074.0,1619953.5,3.16,1.32,115.35,-319279309.5,8.33,8.8,3.96,24.83,19.11,51.52,13759708513.0,1.64,92.2,19.84,13.8,112.13,59.27,20515.57,13.66,28144331507.0,4.76,17120.0,70041413822.0,5.5,231590000.0,17.16,9.0,95210004.0,68.0,73.0,18.55,49.0,22.12,8.3,2.455,52.31,72.79,43.14,4154629.0,91605.6,76.01,69.56,72.75,108.55,30.37,30.68,8031000000.0,10024000000.0,30.86,1.16,102.49,14.3,0.07,5.2,0.665,4.69,-4.14,-563.5,1114540039.0,0.93,20.54,69.88,9.58,0.53,21.72,50.87,6719538.0,0.6,4.7,0.44,97.09,15.2,46.5,32.15,27.33,13.1,18.3,1735323.5,12.68,103.47,106.65,56.83,3467.56,22.02,100430.0,62150000.0,14.025,8424740406.0,94.645,13.16,4022829.0,87.32,25.44,32.17
100.0,8.385,32.76,46.67,6.56,15844.0,9.245000000000001,6.67,7.63,3062.55,11816.0,12074.0,1619953.5,3.5999999999999996,1.81,104.94,-319279309.5,7.61,8.7,3.99,24.83,34.89,51.52,13759708513.0,1.01,92.2,20.89,12.4,105.58000000000001,24.13,36.2,3.38,28144331507.0,5.15,16040.0,70041413822.0,2.87,258655000.0,22.195,5.99,95210004.0,90.0,89.0,42.61,3.8,24.14,3.4450000000000003,2.455,52.455,69.39500000000001,44.875,4154629.0,150.0,77.46,71.75,74.49,105.97,30.3,22.42,8031000000.0,10024000000.0,57.73,1.495,120.95,13.5,3.265,60.85,0.665,4.69,-4.13,128.0,480160003.65,6.67,15.21,75.32,9.47,0.68,21.72,51.88,31122.0,0.4,5.2,0.44,97.09,23.78,1.3,32.15,20.955,8.55,13.9,15897.0,51.08,99.91,84.1,32.71,597.575,22.02,150.0,62150000.0,14.025,8424740406.0,94.645,6.035,15225.0,48.92,29.265,27.884999999999998
100.0,8.385,39.19,2.54,1.26,1186.0,1.08,0.76,13.8,2733.3,11816.0,12074.0,1619953.5,1.06,0.38,95.83,1570169313.0,5.21,11.1,6.33,24.83,34.89,51.52,13759708513.0,1.78,177.25,17.58,24.9,116.45,72.11,3800.0,3.38,14006496617.0,-1.59,16040.0,35572863605.0,4.255,258655000.0,22.195,1.36,30923034.0,99.0,99.0,66.95,61.0,24.14,1.73,2.455,55.06,71.87,41.7,220478.0,5270.0,76.88,72.6,74.64,120.03,7.2,3.32,11058000000.0,8575000000.0,57.73,1.495,135.5,9.8,3.265,60.85,0.665,4.69,-4.13,-192.0,480160003.65,1.14,22.35,71.84,5.81,0.82,21.72,48.26,445373.0,0.4,5.2,0.4,97.09,9.09,0.0,8.5,20.955,8.55,13.9,95515.0,21.45,96.24,89.12,30.22,14293.64,22.02,5770.0,62150000.0,14.025,4982141346.0,94.645,4.91,349858.0,78.55,6.77,4.44
99.8,8.53,57.27,46.49,4.37,464.0,24.17,32.24,8.5,5949.6,11816.0,12074.0,1619953.5,0.71,0.45,113.36,-1515830000.0,8.129999999999999,7.4,4.72,24.83,61.4,55.69,13759708513.0,1.58,131.06,32.77,11.5,109.51,35.98,39060.0,6.0,84041493016.0,7.66,28240.0,194000000000.0,4.73,258655000.0,20.11,10.92,95210004.0,89.0,89.0,59.57,17.0,20.85,3.3,2.455,49.03,62.0,46.13,3268751.0,108560.0,75.1,68.0,71.46,91.34,49.4,32.31,41157000000.0,46210000000.0,103.96,1.52,114.77,6.3,3.265,60.85,0.665,4.69,-4.65,-8716.0,480160003.65,1.37,13.99,63.58,22.42,-0.81,18.67,51.5,6877743.0,0.1,2.5,0.42,94.26,23.75,20.4,21.0,25.64,8.55,13.9,1648939.0,23.98,95.61,98.71,55.27,597.575,22.02,111000.0,62150000.0,10.97,39187742752.0,94.645,5.27,5228804.0,76.03,5.91,8.53
100.0,8.385,87.4,46.56,17.29,3007.0,6.54,22.3,35.54,1095.7,11816.0,12074.0,1619953.5,3.5999999999999996,1.81,111.24,77255404.0,8.96,2.1,5.43,24.83,32.89,55.0,10295692321.0,4.77,11.91,0.07,0.37,109.25,22.54,61664.0,0.25,19643166854.0,6.94,2350.0,51973743214.0,5.22,258655000.0,17.06,2.26,3595403.0,91.0,88.0,29.71,45.0,28.55,3.65,2.455,57.8,72.77,45.2,8049004.0,273600.0,60.99,57.47,59.27,95.11,30.3,22.42,5043000000.0,4614000000.0,49.16,2.4,111.66,15.4,3.265,72.87,0.665,4.69,-4.13,-13097.0,480160003.65,2.34,44.09,53.36,2.55,2.65,21.72,50.18,22100683.0,0.6,16.2,0.36,97.09,6.3,71.2,12.5,18.11,8.55,13.9,15196430.0,68.76,99.91,95.23,55.27,11.0,22.02,274220.0,109530000.0,14.025,8424740406.0,94.645,5.11,6904253.0,31.24,87.52,80.24
100.0,8.385,54.135000000000005,81.89,28.66,15844.0,2.78,10.295,34.84,1478.5,11816.0,12074.0,1619953.5,3.5999999999999996,1.81,118.07,-393879529.0,7.47,6.5,7.48,24.83,5.0,51.52,975830735.5,5.08,19.07,0.03,0.12,119.32,10.89,2796.4,0.01,2775798697.0,3.1,870.0,10879490984.0,4.87,501290000.0,12.57,0.25,52895.0,94.0,90.0,23.82,100.0,10.6,8.4,2.455,52.455,78.45,51.1,5311768.0,25680.0,63.61,59.71,61.66,130.35,7.02,2.79,163000000.0,1025000000.0,42.8,2.04,61.67,52.3,3.265,48.46,0.665,4.69,-4.13,-14415.0,608239990.2,1.63,46.29,51.23,2.48,2.67,21.72,50.35,12551213.0,0.9,5.2,0.26,97.09,38.21,83.1,10.06,17.55,8.55,13.9,10786763.0,85.94,99.91,95.23,55.27,6.53,22.02,27830.0,28620000.0,10.97,266164087.5,94.645,1.11,1764450.0,14.06,90.49,77.28
95.5,8.385,47.18,19.6,5.97,1625.25,9.245000000000001,12.41,16.95,16.3,11816.0,12074.0,1619953.5,13.97,4.51,104.94,-250632065.1,6.03,2.1,2.45,24.83,23.85,51.52,2060326348.0,1.9,5.37,5.91,10.6,105.58000000000001,11.42,460.2,0.0,2051842610.0,7.03,6660.0,3915787459.0,6.04,66960000.0,17.57,2.04,134350.0,93.0,95.0,53.61,35.0,12.52,1.86,2.455,49.15,61.74,44.95,238872.0,4030.0,78.46,69.59,74.05,84.62,1.18,27.1,55000000.0,821000000.0,42.69,0.58,100.38,12.8,7.18,60.85,0.665,4.69,-4.13,-1274.0,145240005.5,0.99,26.61,67.95,5.44,0.9,21.72,50.28,587925.0,0.9,18.2,0.52,97.09,38.89,22.6,0.3,20.955,13.5,13.9,193416.0,32.9,96.4,86.49,55.27,569.8,22.02,4030.0,25330000.0,11.2,769650450.7,94.645,13.91,394509.0,67.1,44.74,26.96
82.5,8.385,53.45,34.55,22.85,390.66,1.81,23.34,19.33,3565.6,11816.0,12074.0,1619953.5,21.37,9.67,131.19,-319279309.5,6.84,7.3,4.96,24.83,66.75,51.52,20050196517.0,2.34,49.58,1.98,0.24,124.71,44.83,79126.8,0.0,26961061152.0,3.03,4430.0,73412513745.0,3.01,507570000.0,33.71,2.98,454908154.0,87.0,83.0,62.36,282.0,36.83,2.92,2.455,70.15,82.31,47.25,8922729.0,176520.0,72.29,66.82,69.58,94.16,13.69,0.26,19307000000.0,28583000000.0,57.73,2.35,119.96,24.6,5.35,82.41,0.665,4.69,-4.13,-24262.0,480160003.65,2.71,29.3,65.17,5.53,1.17,21.72,50.5,16589023.0,0.5,4.8,0.35,94.66,21.6,52.4,120.6,18.15,8.55,13.9,12496843.0,75.33,108.74,95.23,55.27,170.23,22.02,181040.0,119990000.0,14.025,20269721098.0,94.645,0.4,4092180.0,24.67,60.98,45.2
100.0,8.385,82.26,20.63,16.97,5017.0,0.4,13.12,34.94,1726.7,11816.0,12074.0,1619953.5,16.24,6.14,106.66,-1794494947.0,8.58,5.5,4.23,24.83,16.52,51.52,15373626443.0,4.46,13.39,2.23,3.22,104.44,42.91,202844.8,3.38,44993521774.0,3.34,4660.0,127000000000.0,2.83,558210000.0,13.95,2.15,5718462.0,69.0,62.0,20.23,164.0,24.5,2.27,2.455,66.7,75.15,47.5,11098782.0,472710.0,62.02,58.69,60.33,105.76,11.69,7.61,4317000000.0,6981000000.0,25.11,0.98,79.97,72.2,2.58,41.95,0.665,4.69,-4.13,-9889.0,1140959961.0,3.28,42.43,54.87,2.7,2.64,29.26,50.13,27198628.0,0.4,6.4,0.35,97.09,33.89,79.2,32.15,20.955,8.55,13.9,11383170.0,41.85,108.44,95.23,55.27,17.28,22.02,475440.0,62150000.0,14.025,4299788713.0,94.645,3.95,15815458.0,58.15,81.17,64.17
100.0,7.58,52.1,6.48,6.56,15844.0,1.27,4.35,9.7,3120.0,11816.0,12074.0,1619953.5,0.1,0.06,84.04,256504117.9,8.2,7.7,6.55,24.83,31.22,51.52,13759708513.0,1.44,126.06,41.69,31.7,95.47,39.47,20515.57,3.38,28144331507.0,5.29,55300.0,70041413822.0,4.75,258655000.0,23.29,15.05,95210004.0,92.0,90.0,31.21,5.7,24.14,3.4,2.455,60.62,69.62,47.12,20967796.0,91605.6,84.02,79.27,81.59,118.15,48.78,34.87,8031000000.0,10024000000.0,50.51,1.27,88.09,5.0,3.265,60.85,0.65,4.69,-4.02,-563.5,480160003.65,0.02,15.73,65.75,18.52,0.55,21.72,50.31,38239864.0,0.4,2.5,0.94,97.09,30.47,23.8,32.15,15.33,8.55,13.9,7015868.0,18.35,96.29,109.33,77.8,597.575,22.02,100430.0,62150000.0,14.025,8424740406.0,94.645,7.53,4022829.0,81.65,8.74,11.48
100.0,8.385,32.64,11.25,0.45,15844.0,9.245000000000001,0.83,12.4,3062.55,11816.0,12074.0,1619953.5,3.5999999999999996,1.81,104.94,-821403652.3,4.0,13.0,1.93,24.83,34.89,51.52,13759708513.0,2.03,92.2,45.64,51.3,105.58000000000001,52.75,126.6,1.62,6060026510.0,4.9,52920.0,3605652285.0,4.255,258655000.0,22.195,5.99,7773206.0,90.0,89.0,42.61,3.4,8.37,3.4450000000000003,2.455,52.455,69.39500000000001,44.875,4154629.0,240.0,83.7,80.4,82.01,105.97,30.3,22.42,17000000.0,1532000000.0,25.56,1.495,146.77,15.4,3.265,60.85,0.665,4.69,-4.13,276.0,480160003.65,2.08,16.78,75.39,7.82,1.22,21.72,49.52,68136.0,0.4,5.2,0.44,101.5,23.78,0.0,32.15,20.955,8.55,13.9,0.0,0.0,99.91,101.5,48.18,5929.32,22.02,264.0,62150000.0,14.025,228300000.0,94.645,6.035,68136.0,100.0,29.265,27.884999999999998
100.0,8.385,54.135000000000005,39.98,25.3,15844.0,5.86,4.21,43.36,814.3,11816.0,12074.0,1619953.5,32.71,8.68,101.49,-319279309.5,12.5,5.8,4.34,24.83,38.75,51.52,3585529285.0,2.03,2.24,0.0,0.03,122.86,3.34,42013.33,3.38,11779981332.0,-1.17,1740.0,29863101073.0,2.89,616160000.0,22.195,5.99,95210004.0,90.0,55.0,44.23,140.0,39.59,-0.77,2.455,48.09,70.42,40.85,5322620.0,91605.6,54.28,50.85,52.53,136.0,30.3,22.42,2711000000.0,1638000000.0,36.92,2.81,60.22,15.4,6.29,42.52,0.665,4.69,-4.13,9016.0,730440002.4,0.03,47.66,50.32,2.02,3.16,21.72,49.8,17179740.0,1.1,5.2,0.39,97.09,32.26,69.9,15.0,20.955,8.55,13.9,13094226.0,76.22,89.42,95.23,55.27,1.28,22.02,100430.0,40620000.0,14.025,211590754.9,94.645,1.51,4085514.0,23.78,95.96,85.69
100.0,8.385,45.96,43.28,0.88,15844.0,9.245000000000001,18.33,10.12,3062.55,11816.0,12074.0,1619953.5,1.32,0.61,104.94,-319279309.5,8.45,6.3,3.99,24.83,34.89,51.52,13759708513.0,1.46,92.2,11.86,12.4,105.58000000000001,5.15,10.2,3.38,11138490592.0,5.15,16040.0,70041413822.0,4.255,258655000.0,22.195,5.99,95210004.0,90.0,89.0,42.61,42.0,8.85,3.4450000000000003,2.455,51.22,65.01,44.74,84888.0,198.0,83.36,79.12,81.23,105.97,30.3,22.42,8031000000.0,10024000000.0,57.73,1.495,111.96,15.4,3.265,60.85,0.665,4.69,-4.13,1242.0,480160003.65,1.63,15.26,68.51,16.23,0.91,21.72,50.52,172683.0,0.4,5.2,0.44,97.09,23.78,20.2,32.15,20.955,8.55,13.9,119131.0,68.99,99.91,95.23,55.27,597.575,22.02,198.0,62150000.0,14.025,8424740406.0,94.645,6.61,53552.0,31.01,8.95,13.04
100.0,8.385,45.22,14.25,3.5,15844.0,4.0,1.77,11.79,6491.2,11816.0,12074.0,1619953.5,1.1,0.62,107.19,-319279309.5,7.43,10.8,3.46,24.83,31.97,51.52,13759708513.0,1.54,92.2,22.01,12.9,106.73,24.66,183336.2,0.82,316000000000.0,11.33,27410.0,534000000000.0,5.0,258655000.0,16.63,12.44,1264185464.0,95.0,92.0,32.86,16.0,30.88,4.52,2.455,46.6,68.8,41.02,9147766.0,743532.0,81.44,76.47,78.94,105.72,7.74,20.37,94775000000.0,92397000000.0,59.32,1.93,136.31,6.6,3.265,60.85,0.665,4.69,-4.13,-563.5,480160003.65,0.67,18.46,68.86,12.68,0.99,21.72,50.37,19493184.0,0.6,2.5,0.56,99.22,35.48,24.2,32.15,24.15,13.8,14.3,2374855.0,12.18,99.37,106.67,55.27,12700.9,22.02,756700.0,62150000.0,14.025,51252167800.0,94.645,9.33,17118329.0,87.82,22.1,21.67
100.0,8.385,44.55,55.46,7.24,15844.0,20.21,11.6,7.52,6316.7,11816.0,12074.0,1619953.5,15.84,5.51,109.76,-319279309.5,7.18,10.6,6.3,24.83,19.94,51.52,13759708513.0,1.16,92.2,37.56,12.7,109.89,23.63,20515.57,1.29,28144331507.0,8.45,20260.0,70041413822.0,3.99,159010000.0,22.195,5.99,95210004.0,99.0,99.0,17.36,55.0,39.29,0.98,2.455,61.53,72.57,45.37,4154629.0,91605.6,81.16,75.46,78.21,108.08,61.86,41.45,8031000000.0,10024000000.0,33.64,1.61,121.54,7.0,0.0,-0.4,0.665,4.69,-4.13,-563.5,480160003.65,2.02,17.67,69.18,13.15,0.09,21.72,48.94,6719538.0,0.4,2.5,0.62,97.09,24.94,15.2,32.15,20.955,7.5,13.9,1735323.5,37.49,99.43,95.23,67.39,1083.91,22.02,100430.0,62150000.0,14.025,8424740406.0,94.645,4.55,4022829.0,62.51,43.64,40.97
100.0,8.385,43.5,38.5,7.77,15844.0,1.37,1.8,14.2,4280.2,11816.0,12074.0,1619953.5,4.98,1.75,108.9,-319279309.5,7.74,8.3,2.33,26.25,16.2,54.99,13759708513.0,1.72,92.2,16.48,14.8,108.96,53.13,20515.57,3.38,319000000000.0,10.8,17310.0,70041413822.0,4.255,258655000.0,13.06,8.21,735066988.0,86.0,86.0,23.86,41.0,24.56,3.5,2.455,51.69,77.55,41.08,4154629.0,91605.6,76.44,69.4,72.83,109.69,40.8,24.86,40287000000.0,61101000000.0,31.83,1.495,145.69,12.8,0.61,37.21,0.665,4.69,-4.13,-563.5,480160003.65,2.26,21.6,69.68,8.72,1.14,21.72,50.67,51516562.0,0.5,6.6,0.35,99.19,18.82,29.7,32.15,18.5,7.5,17.8,9406924.0,18.26,106.49,102.99,58.32,641.95,22.02,1140619.05,62150000.0,14.025,58018679407.0,94.645,13.9,4022829.0,81.74,47.09,48.73
87.9,5.41,74.12,71.47,6.56,15844.0,0.83,34.93,29.4,1767.2,11816.0,12074.0,1619953.5,4.23,3.29,107.72,-4075858.93,8.72,11.7,4.27,24.83,10.81,51.52,13759708513.0,3.98,1.92,0.15,0.91,106.13,17.45,324.8,0.05,1296089480.0,2.11,3440.0,2829213813.0,2.27,118130000.0,14.75,0.21,28418.0,91.0,90.0,31.47,35.0,9.27,3.4450000000000003,2.455,33.02,54.78,37.64,222655.0,1861.0,65.83,61.25,63.42,96.24,30.3,22.42,34000000.0,327000000.0,27.85,1.495,103.87,49.8,3.265,60.85,0.665,4.69,-4.13,-1772.0,153639999.4,1.63,38.26,57.43,4.3,1.9,21.72,49.77,821625.0,0.1,13.5,0.46,97.09,16.67,41.2,1.2,20.955,8.55,13.9,578317.0,70.39,99.91,95.23,55.27,18.26,22.02,1861.0,16710000.0,14.025,329671752.0,94.645,5.86,243308.0,29.61,67.08,50.18
100.0,8.385,54.135000000000005,14.95,19.04,4874.1,0.08,6.03,42.05,879.0,11816.0,12074.0,1619953.5,27.43,1.81,118.6,-587406970.4,9.7,5.8,3.99,24.83,40.39,51.52,9186211933.0,2.03,2.09,0.03,0.0,118.0,55.16,20515.57,0.0,55328482784.0,6.2,1310.0,126000000000.0,2.66,258655000.0,26.46,0.08,4658514.0,65.0,55.0,40.1,42.0,45.34,3.4450000000000003,2.455,62.48,69.05,48.31,4154629.0,91605.6,61.52,56.95,59.19,107.2,30.3,22.42,21412000000.0,7214000000.0,51.74,0.54,48.89,15.4,6.77,37.65,0.665,4.69,-4.13,-563.5,480160003.65,0.89,46.53,50.51,2.96,3.22,24.02,50.39,6719538.0,0.6,5.2,0.42,97.09,12.8,20.2,32.15,20.955,8.55,13.9,1735323.5,53.77,99.91,95.23,55.27,4.86,22.02,100430.0,62150000.0,14.025,3467115961.0,94.645,5.27,4022829.0,46.24,88.56,77.68
100.0,8.385,78.82,31.27,9.1,1929.0,0.02,1.61,30.69,887.4,11816.0,12074.0,1619953.5,3.42,2.87,104.78,1715906879.0,7.06,5.5,6.72,24.83,52.84,57.96,8254233304.0,4.17,9.75,0.26,12.4,105.06,64.22,219310.0,3.38,14825690210.0,1.02,6070.0,35450234462.0,3.67,102960000.0,38.85,6.54,38829158.0,77.0,68.0,32.71,42.0,42.89,1.72,2.455,66.76,68.12,49.9,2306220.0,341500.0,64.94,62.12,63.52,105.77,47.46,2.42,7390000000.0,2352000000.0,65.71,2.48,96.79,43.2,1.43,34.96,0.665,4.69,-4.13,-4466.0,204020004.3,0.37,41.4,55.92,2.68,2.32,21.72,50.06,5835806.0,0.4,5.2,0.4,97.09,11.26,71.4,222.0,20.05,8.55,13.9,1850943.0,31.72,99.91,95.23,55.27,10.28,22.02,342000.0,27880000.0,14.025,828560334.6,94.645,6.035,3984863.0,68.28,88.17,61.94
