Access to electricity (% of population),"Adjusted net savings, including particulate emission damage (% of GNI)",Age dependency ratio (% of working-age population),Agricultural land (% of land area),"Agriculture, forestry, and fishing, value added (% of GDP)","Air transport, registered carrier departures worldwide","Annual freshwater withdrawals, total (% of internal resources)",Arable land (% of land area),"Birth rate, crude (per 1,000 people)",Cereal yield (kg per hectare),"Children out of school, primary, female","Children out of school, primary, male",Container port traffic (TEU: 20 foot equivalent units),"Contributing family workers, female (% of female employment) (modeled ILO estimate)","Contributing family workers, male (% of male employment) (modeled ILO estimate)",Crop production index (2014-2016 = 100),"Current account balance (BoP, current US$)","Death rate, crude (per 1,000 people)",Diabetes prevalence (% of population ages 20 to 79),Energy intensity level of primary energy (MJ/$2017 PPP GDP),Expense (% of GDP),Exports of goods and services (% of GDP),External debt stocks (% of GNI),"External debt stocks, total (DOD, current US$)","Fertility rate, total (births per woman)",Fertilizer consumption (kilograms per hectare of arable land),Fixed broadband subscriptions (per 100 people),Fixed telephone subscriptions (per 100 people),Food production index (2014-2016 = 100),Forest area (% of land area),Forest area (sq. km),Fuel exports (% of merchandise exports),GDP (current US$),GDP growth (annual %),"GNI per capita, PPP (current international $)","GNI, PPP (current international $)","Government expenditure on education, total (% of GDP)","Grants, excluding technical cooperation (BoP, current US$)",Gross savings (% of GDP),High-technology exports (% of manufactured exports),High-technology exports (current US$),"Immunization, DPT (% of children ages 12-23 months)","Immunization, measles (% of children ages 12-23 months)",Imports of goods and services (% of GDP),"Incidence of tuberculosis (per 100,000 people)","Industry (including construction), value added (% of GDP)","Inflation, consumer prices (annual %)","Intentional homicides (per 100,000 people)","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Labor force, female (% of total labor force)","Labor force, total",Land area (sq. km),"Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)",Livestock production index (2014-2016 = 100),Medium and high-tech exports (% manufactured exports),Medium and high-tech manufacturing value added (% manufacturing value added),Merchandise exports (current US$),Merchandise imports (current US$),Merchandise trade (% of GDP),Military expenditure (% of GDP),Mobile cellular subscriptions (per 100 people),"Mortality rate, under-5 (per 1,000 live births)",Net ODA received (% of GNI),Net ODA received per capita (current US$),Net acquisition of financial assets (% of GDP),"Net incurrence of liabilities, total (% of GDP)",Net lending (+) / net borrowing (-) (% of GDP),Net migration,Net official development assistance received (current US$),Permanent cropland (% of land area),Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Population ages 65 and above (% of total population),Population growth (annual %),Population in urban agglomerations of more than 1 million (% of total population),"Population, female (% of total population)","Population, total","Prevalence of HIV, total (% of population ages 15-49)",Prevalence of undernourishment (% of population),Price level ratio of PPP conversion factor (GDP) to market exchange rate,"Primary completion rate, total (% of relevant age group)",Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Renewable internal freshwater resources, total (billion cubic meters)","Revenue, excluding grants (% of GDP)",Risk of catastrophic expenditure for surgical care (% of people at risk),Risk of impoverishing expenditure for surgical care (% of people at risk),Rural population,Rural population (% of total population),"School enrollment, primary (% gross)","School enrollment, secondary (% gross)","School enrollment, tertiary (% gross)",Secure Internet servers (per 1 million people),Short-term debt (% of total reserves),Surface area (sq. km),"Technical cooperation grants (BoP, current US$)","Total debt service (% of exports of goods, services and primary income)","Total reserves (includes gold, current US$)",Trained teachers in primary education (% of total teachers),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Urban population,Urban population (% of total population),"Vulnerable employment, female (% of female employment) (modeled ILO estimate)","Vulnerable employment, male (% of male employment) (modeled ILO estimate)"
100.0,8.385,84.98,62.65,23.58,15844.0,3.39,10.295,33.26,1056.8,11816.0,12074.0,1619953.5,11.72,8.84,104.94,-86877349.87,7.54,1.9,3.11,24.83,6.62,54.42,1081432814.0,4.68,2.24,0.19,2.33,105.58000000000001,23.41,2369.33,3.38,2014158843.0,5.26,2640.0,6976646478.0,3.04,142070000.0,24.02,0.0,20.0,82.0,79.0,35.48,149.0,15.88,7.37,2.455,56.18,65.14,47.17,903526.0,10120.0,63.53,60.66,62.08,73.24,15.08,3.9,33000000.0,607000000.0,31.78,0.77,101.44,47.2,3.265,93.9,0.665,4.69,-4.13,-1960.0,247899993.9,0.69,43.5,54.06,2.44,2.53,21.72,50.26,2639916.0,0.4,19.6,0.28,97.09,8.62,48.6,3.0,20.955,8.55,13.9,970908.0,36.78,91.21,101.39,55.27,45.08,22.02,11300.0,38290000.0,14.025,652670952.2,94.645,6.21,1669008.0,63.22,81.54,66.65
100.0,8.385,55.4,34.25,7.23,1000.0,2.77,4.49,13.41,2748.8,11816.0,12074.0,1619953.5,23.9,10.76,126.82,-1942563332.0,8.129999999999999,5.7,3.86,27.2,42.67,51.52,22053309339.0,2.08,92.2,26.65,9.11,117.43,40.62,28224.0,0.79,18853115589.0,10.64,17740.0,65780416560.0,3.59,274720000.0,10.42,1.6,16787165.0,85.0,90.0,58.93,64.0,21.07,3.4450000000000003,2.455,56.12,73.62,47.46,1876551.0,69490.0,76.68,66.8,71.69,104.5,28.89,14.25,4243000000.0,10099000000.0,76.07,1.61,147.75,9.5,4.35,60.85,0.665,4.25,-4.13,-2734.0,769179992.7,1.84,21.09,64.35,14.56,-0.38,29.09,50.355000000000004,3708610.0,0.3,2.9,0.27,97.09,19.33,25.2,58.13,24.86,8.55,13.9,1488191.0,40.13,102.97,106.0,76.82,3725.12,22.02,69700.0,68860000.0,14.025,4270945063.0,94.645,11.79,2220419.0,59.87,45.08,49.35
100.0,8.385,56.36,47.49,0.71,15844.0,24.11,33.37,9.6,6998.1,11816.0,12074.0,1619953.5,0.47,0.25,90.39,-319279309.5,12.3,6.9,2.7,24.83,47.28,51.52,13759708513.0,1.58,130.14,44.06,46.0,94.49,32.68,114190.0,2.6,28144331507.0,3.16,64330.0,70041413822.0,5.45,258655000.0,30.87,15.39,95210004.0,91.0,97.0,41.88,5.0,27.03,3.07,2.455,55.47,65.83,46.71,4154629.0,349390.0,83.3,78.4,80.79,97.06,72.23,22.42,8031000000.0,10024000000.0,71.48,1.33,127.56,3.6,3.265,60.85,0.665,4.29,-3.99,-563.5,480160003.65,0.58,13.87,63.96,22.17,0.04,21.72,50.66,6719538.0,0.1,2.5,0.83,100.97,34.92,17.6,107.0,20.955,8.55,13.9,18682511.0,22.46,101.35,101.2,75.67,597.575,22.02,357590.0,62150000.0,14.025,8424740406.0,94.645,3.64,4022829.0,77.54,4.12,5.1
86.3,8.385,68.72,55.39,19.66,13321.0,4.78,20.7,27.55,2360.5,11816.0,12074.0,1619953.5,11.46,4.65,131.73,-2541432817.0,7.63,2.6,2.88,24.83,30.06,58.05,13759708513.0,3.56,37.37,0.35,0.97,130.54,35.13,79929.33,3.38,79524421861.0,5.08,6340.0,208000000000.0,3.42,258655000.0,15.59,0.73,8559644.0,98.0,94.0,32.65,136.0,28.41,3.4450000000000003,2.455,64.85,71.77,48.03,14064388.0,227533.0,66.01,61.63,63.8,116.02,10.56,10.84,14727000000.0,13629000000.0,35.66,0.38,123.21,43.8,1.61,37.72,0.665,4.69,-4.13,-11253.0,480160003.65,1.63,37.25,59.27,3.48,2.01,18.42,50.12,32833031.0,0.4,4.9,0.37,97.09,14.55,39.0,30.3,14.93,5.0,13.9,13794798.0,42.02,97.9,75.31,55.27,49.52,22.02,238530.0,62150000.0,14.38,9916916900.0,94.645,3.34,19038233.0,57.99,77.87,62.37
100.0,8.385,60.08,38.53,6.56,15844.0,9.245000000000001,10.295,10.71,3062.55,11816.0,12074.0,1619953.5,3.5999999999999996,1.81,104.94,-319279309.5,11.55,7.4,3.99,24.83,34.89,51.52,13759708513.0,1.85,92.2,59.86,46.6,105.58000000000001,0.0,0.0,3.38,28144331507.0,5.15,16040.0,70041413822.0,4.255,258655000.0,22.195,5.99,95210004.0,90.0,89.0,42.61,42.0,24.14,3.4450000000000003,2.455,52.455,69.39500000000001,44.875,4154629.0,10.0,81.7,77.11,79.33,105.97,30.3,22.42,8031000000.0,10024000000.0,57.73,1.495,104.53,15.4,3.265,60.85,0.665,4.69,-4.13,-58.0,480160003.65,1.63,17.1,62.47,20.43,-0.12,21.72,50.05,32669.0,0.4,5.2,0.44,97.09,23.78,0.0,32.15,20.955,8.55,13.9,0.0,0.0,99.91,95.23,55.27,18519.09,22.02,10.0,62150000.0,14.025,8424740406.0,94.645,6.035,32669.0,100.0,29.265,27.884999999999998
100.0,8.385,57.65,45.52,3.68,15844.0,17.63,16.54,8.1,4194.7,11816.0,12074.0,1619953.5,4.23,2.15,101.56,-319279309.5,13.6,6.4,2.71,24.83,40.94,51.52,13759708513.0,1.43,149.97,41.92,46.4,100.47,30.27,39018.0,3.38,215000000000.0,8.38,32760.0,346000000000.0,4.08,258655000.0,9.83,12.28,2250610346.0,99.0,97.0,48.71,2.1,15.08,1.22,2.455,43.86,57.18,44.8,4571642.0,128900.0,82.9,77.4,80.08,97.28,31.77,26.47,47218000000.0,77105000000.0,57.91,1.495,110.04,4.0,3.265,60.85,0.665,4.69,-4.13,-14806.0,480160003.65,8.44,14.06,63.43,22.51,-1.22,21.72,51.01,10569207.0,0.2,2.5,0.62,96.34,21.67,21.5,58.0,20.955,8.55,13.9,2109825.0,19.96,97.33,104.78,55.27,11384.39,22.02,131960.0,62150000.0,14.025,14447242598.0,94.645,14.66,8459382.0,80.04,20.51,26.47
100.0,8.385,43.57,0.59,17.49,15844.0,9.245000000000001,10.295,13.4,3062.55,11816.0,12074.0,1619953.5,3.5999999999999996,1.81,104.94,-319279309.5,9.4,3.3,3.99,24.83,35.44,51.52,13759708513.0,1.82,92.2,29.94,12.4,105.58000000000001,0.0,2.2,3.38,3235809504.0,1.29,16040.0,70041413822.0,4.255,258655000.0,22.195,5.99,95210004.0,90.0,89.0,49.72,70.0,16.06,3.4450000000000003,2.455,52.455,69.39500000000001,44.875,4154629.0,410450.0,73.75,69.97,71.81,105.97,30.3,22.42,802000000.0,1066000000.0,57.73,1.495,118.42,15.4,3.265,60.85,0.665,4.69,-4.13,-62.0,480160003.65,1.63,20.89,69.65,9.46,0.51,21.72,50.355000000000004,56653.0,0.4,5.2,0.84,97.09,23.78,11.6,32.15,20.955,8.55,13.9,7078.0,12.49,99.91,95.23,55.27,4377.53,22.02,410450.0,62150000.0,14.025,8424740406.0,94.645,6.035,49575.0,87.51,29.265,27.884999999999998
93.7,8.385,51.32,23.53,5.34,15844.0,7.05,8.82,15.96,994.8,11816.0,12074.0,1619953.5,3.5999999999999996,1.81,85.42,-162343988.1,8.15,12.6,2.78,24.83,34.89,51.52,725553605.6,2.0,64.63,26.12,22.3,94.7,52.06,177.0,0.03,1122800000.0,4.69,13060.0,1628028115.0,4.09,28660000.0,22.195,1.24,90309.0,77.0,70.0,42.61,3.1,14.55,1.22,2.455,52.455,69.39500000000001,44.875,4154629.0,340.0,77.9,72.21,74.94,137.92,30.3,22.42,35000000.0,447000000.0,42.93,1.495,81.07,16.0,6.65,60.85,0.665,4.69,-4.13,-85.0,68139999.39,1.63,24.07,66.08,9.84,0.76,21.72,49.96,124610.0,0.4,5.2,0.63,97.09,46.67,10.2,0.2,20.955,8.55,13.9,78886.0,63.31,99.91,95.23,55.27,585.83,22.02,340.0,1320000.0,12.59,348259248.6,94.645,6.035,45724.0,36.69,29.265,27.884999999999998
100.0,8.385,60.66,29.63,6.56,15844.0,9.245000000000001,1.85,16.38,3062.55,11816.0,12074.0,1619953.5,0.99,0.46,104.94,-319279309.5,7.34,19.1,3.99,24.83,3.1,51.52,13759708513.0,2.57,92.2,1.83,42.8,105.58000000000001,51.85,280.0,3.38,6234000000.0,2.06,16040.0,70041413822.0,4.255,258655000.0,22.195,5.99,95210004.0,90.0,89.0,58.74,39.0,24.14,3.4450000000000003,2.455,56.46,68.68,45.16,78638.0,540.0,80.7,72.98,76.66,105.97,30.3,22.42,44000000.0,808000000.0,13.67,1.495,111.96,15.4,3.265,60.85,0.665,4.69,-4.13,-244.0,480160003.65,1.63,26.3,62.24,11.46,0.77,21.72,49.64,170534.0,0.4,5.2,0.44,97.09,23.78,4.5,32.15,20.955,8.55,13.9,8501.0,4.99,99.91,95.23,55.27,1108.28,22.02,540.0,62150000.0,14.025,8424740406.0,94.645,6.0,162033.0,95.02,6.64,11.84
97.9,8.6,60.85,43.04,9.3,48.0,3.04,14.5,21.12,2194.1,11816.0,12074.0,1619953.5,12.11,6.72,99.72,1890468140.0,6.5,13.1,4.42,24.83,17.71,51.52,13759708513.0,2.4,219.35,3.48,13.2,107.03,32.81,35162.0,2.71,86053083476.0,8.0,11810.0,202000000000.0,3.11,450460000.0,19.04,5.17,332469285.0,79.0,81.0,31.78,26.0,22.34,4.26,2.455,38.35,80.46,33.24,6764382.0,107160.0,72.65,66.01,69.24,118.58,24.87,22.4,13753000000.0,26607000000.0,46.9,0.4,125.65,22.9,0.61,29.96,0.665,4.69,-4.13,-563.5,512549987.8,1.63,32.93,62.17,4.9,1.48,17.44,50.5,17109746.0,0.2,13.3,0.42,97.09,19.38,62.1,109.2,20.955,8.55,13.9,8170759.0,47.76,103.81,95.23,55.27,126.01,22.02,108890.0,56750000.0,14.025,20934881435.0,94.645,2.17,8938987.0,52.25,52.52,36.82
100.0,8.385,82.45,59.57,27.32,15844.0,0.39,12.62,34.43,1344.9,11816.0,12074.0,1619953.5,24.34,10.52,104.94,-319279309.5,9.99,2.1,5.13,24.83,42.99,51.52,4607551461.0,4.4,6.86,0.01,0.0,138.17,25.02,61490.0,3.38,16091817842.0,3.9,3210.0,43433433101.0,2.04,394000000.0,22.195,5.99,95210004.0,90.0,89.0,62.81,175.0,28.84,3.4450000000000003,2.455,41.76,63.67,41.14,4121670.0,245720.0,60.1,57.6,58.89,102.32,30.3,22.42,10239000000.0,4187000000.0,89.65,1.48,101.94,15.4,4.28,43.76,0.665,4.69,-4.13,-4367.0,592090026.9,3.41,41.83,54.81,3.36,2.44,14.71,50.59,13531906.0,0.4,12.9,0.32,97.09,23.78,66.8,226.0,20.955,8.55,13.9,8489377.0,62.74,97.96,95.23,55.27,7.17,22.02,245860.0,50570000.0,14.025,8424740406.0,94.645,5.77,5042529.0,37.26,87.11,74.33
100.0,8.385,76.6,28.99,6.56,15844.0,1.09,10.67,31.09,1352.7,11816.0,12074.0,1619953.5,13.45,8.01,126.14,-14127802.76,8.72,2.1,7.14,24.83,24.68,65.36,1072516429.0,4.01,31.72,0.16,12.4,120.96,70.11,19715.7,3.38,1724555634.0,6.4,2300.0,4740590357.0,4.255,103350000.0,23.42,5.99,95210004.0,67.0,63.0,30.87,42.0,15.47,2.24,2.455,48.9,63.19,45.1,683858.0,28120.0,61.8,57.39,59.65,100.11,30.3,22.42,300000000.0,412000000.0,41.29,1.6,108.53,15.4,3.265,82.06,0.665,4.69,-4.13,-1395.0,169100006.1,8.89,40.56,56.63,2.81,2.2,21.72,50.64,2060721.0,0.4,5.2,0.37,97.09,13.73,87.4,16.0,20.955,8.55,13.9,1141289.0,55.38,99.91,95.23,55.27,5.82,22.02,36130.0,17580000.0,11.14,8424740406.0,94.645,3.63,919432.0,44.62,79.09,60.68
92.9,8.385,53.56,5.3,13.46,624.0,0.6,2.13,20.3,5442.6,11816.0,12074.0,1619953.5,5.63,1.75,97.56,-2503315525.0,9.99,11.7,2.8,24.83,34.89,51.52,1889705076.0,2.4,60.89,11.65,15.3,102.85,93.5,184061.33,3.38,8041362110.0,5.15,21900.0,17621818093.0,4.255,40430000.0,22.195,0.22,139915.0,98.0,95.0,42.61,64.0,50.39,5.03,2.455,39.33,60.22,41.26,283296.0,196850.0,69.1,62.48,65.67,139.31,30.3,22.42,4356000000.0,4376000000.0,108.59,1.0,106.39,27.5,1.83,60.85,0.665,4.69,-4.13,-4316.0,138809997.6,0.15,28.71,65.12,6.16,0.92,21.72,51.07,804567.0,0.4,2.5,0.43,97.09,35.71,13.2,241.0,20.955,8.55,13.9,588163.0,73.1,99.72,85.52,55.27,65.87,22.02,214970.0,5350000.0,14.025,790784502.1,94.645,14.93,216404.0,26.9,30.38,27.92
100.0,7.98,58.35,65.13,20.68,1563.0,11.15,36.47,23.5,1054.8,11816.0,12074.0,1619953.5,26.55,1.81,74.27,87655854.75,8.68,8.9,5.88,24.83,7.14,51.52,2604100585.0,2.81,7.43,0.27,0.05,79.41,12.49,3441.9,3.38,20877414953.0,-1.8,3120.0,35698748270.0,4.255,258655000.0,13.4,5.99,95210004.0,90.0,65.0,30.03,159.0,25.53,3.4450000000000003,2.455,62.24,69.06,48.25,5078941.0,27560.0,66.12,60.4,63.19,100.99,3.8,5.26,1130000000.0,4304000000.0,26.03,1.495,63.93,58.2,4.55,83.12,0.665,4.69,-4.13,-563.5,951479980.5,1.63,32.36,63.15,4.49,1.24,24.84,50.44,11447569.0,0.4,5.2,0.59,97.09,23.78,76.7,13.01,20.955,8.55,13.9,4812100.0,42.04,99.91,95.23,55.27,7.86,22.02,27750.0,44430000.0,14.025,2457439222.0,94.645,15.25,6635469.0,57.96,82.12,67.43
94.1,8.385,53.31,31.96,10.89,14225.0,1.77,9.1,21.07,1870.7,11816.0,12074.0,1619953.5,8.24,5.29,105.87,-1537682902.0,5.61,5.1,4.22,24.83,39.37,47.84,12494060703.0,2.36,191.12,4.1,4.52,108.7,56.65,63383.1,0.01,28144331507.0,12.57,5690.0,58446482549.0,5.81,366160000.0,18.27,1.45,21992491.0,77.0,81.0,64.01,30.0,25.82,4.48,2.455,49.4,75.29,39.43,4452659.0,111890.0,72.53,67.89,70.12,114.8,43.95,7.16,10247000000.0,15067000000.0,89.94,1.54,73.56,16.6,2.4,60.06,0.665,4.69,-4.13,-5779.0,617309997.6,5.36,30.57,65.23,4.2,1.54,14.45,49.5,10278345.0,0.2,18.7,0.44,97.09,27.34,45.9,90.66,20.955,8.55,13.9,4215972.0,41.02,99.91,95.23,55.27,113.54,22.02,112490.0,33130000.0,14.9,8666862381.0,94.645,7.94,6062373.0,58.98,47.88,29.05
100.0,8.385,46.58,3.81,0.08,55653.0,9.245000000000001,1.9,5.0,2069.7,11816.0,12074.0,1619953.5,0.23,0.1,101.47,-319279309.5,6.9,7.8,1.17,24.83,34.89,51.52,13759708513.0,0.77,92.2,39.22,50.8,105.58000000000001,30.27,20515.57,0.1,369000000000.0,6.45,70450.0,522000000000.0,4.0,258655000.0,28.61,5.99,95210004.0,90.0,89.0,42.61,57.0,5.99,1.57,2.455,54.15,65.7,49.86,3866026.0,1050.0,87.94,83.24,85.53,105.97,38.75,36.03,8031000000.0,10024000000.0,57.73,1.495,111.96,15.4,3.265,60.85,0.665,4.69,-4.13,0.0,480160003.65,0.95,12.17,68.22,19.6,-0.91,21.72,50.355000000000004,7413100.0,0.4,2.5,0.76,97.09,23.78,0.4,32.15,20.955,8.55,13.9,0.0,0.0,106.03,100.2,55.27,597.575,22.02,1110.0,62150000.0,14.025,8424740406.0,94.645,5.17,7413100.0,100.0,4.02,8.33
100.0,11.53,53.78,55.27,3.46,15844.0,9.245000000000001,10.295,9.7,5920.0,11816.0,12074.0,1619953.5,0.39,0.2,85.88,-319279309.5,8.129999999999999,7.0,3.48,24.83,34.89,51.52,13759708513.0,1.61,161.81,34.84,30.4,92.11,22.48,20515.57,3.2,182000000000.0,7.06,37420.0,363000000000.0,4.68,258655000.0,26.57,16.4,95210004.0,99.0,99.0,79.75,3.7,24.18,5.11,2.455,52.41,66.98,46.52,4920977.0,91260.0,77.8,70.7,74.16,104.86,30.3,54.62,8031000000.0,10024000000.0,57.73,1.68,106.93,4.0,3.265,60.85,0.665,4.69,-4.13,19870.0,480160003.65,1.64,14.55,65.03,20.42,-0.41,18.25,52.07,9709891.0,0.4,2.5,0.49,94.3,13.07,15.3,6.0,25.7,8.55,13.9,2694980.0,27.76,101.46,99.7,56.53,597.575,22.02,93030.0,62150000.0,14.025,43483375179.0,94.645,4.05,7014911.0,72.25,7.23,9.21
100.0,5.7,50.5,18.57,4.35,24518.0,0.17,1.2,13.1,3120.8,11816.0,12074.0,1619953.5,1.35,1.42,101.66,-687447229.0,6.3,5.5,3.99,24.83,37.25,51.52,13759708513.0,1.82,139.87,38.41,27.0,103.8,0.52,520.03,1.15,25797870984.0,5.15,62050.0,23115224566.0,4.255,258655000.0,20.24,5.99,239162849.0,92.0,92.0,39.04,2.2,20.56,4.44,2.455,69.05,77.48,45.91,222391.0,100830.0,84.6,81.8,83.17,103.47,36.72,13.9,5987000000.0,7817000000.0,53.51,1.495,118.07,2.7,3.265,60.85,0.665,4.92,-4.13,622.0,480160003.65,1.63,18.63,66.45,14.93,1.64,21.72,48.74,372520.0,0.1,2.5,0.44,98.53,47.62,82.4,170.0,20.955,8.55,13.9,22560.0,6.06,98.57,115.16,55.27,597.575,22.02,103000.0,62150000.0,14.025,7078849096.0,94.645,6.03,349960.0,93.94,7.76,11.9
99.6,8.385,48.13,60.05,17.37,15844.0,44.78,10.295,16.42,3497.9,11816.0,12074.0,1619953.5,3.5999999999999996,8.99,120.63,-319279309.5,9.45,9.6,4.21,24.83,21.4,51.52,13759708513.0,2.03,193.25,1.95,1.68,126.11,24.36,20515.57,14.28,28144331507.0,9.69,7990.0,70041413822.0,4.64,258655000.0,29.87,10.21,95210004.0,85.0,89.0,24.02,200.0,26.47,5.13,2.455,52.455,74.24,44.875,4154629.0,91605.6,68.89,65.76,67.24,135.29,35.61,45.46,8031000000.0,10024000000.0,30.58,2.47,81.99,30.6,0.1,2.23,0.665,4.69,-4.13,-563.5,480160003.65,4.57,25.69,67.51,6.8,0.8,16.01,48.39,6719538.0,0.2,16.6,0.28,99.09,14.44,34.9,32.15,20.955,8.55,13.9,1735323.5,64.61,102.32,80.62,31.57,530.68,22.02,100430.0,62150000.0,14.025,8424740406.0,94.645,6.38,4022829.0,35.39,77.75,73.45
99.2,10.78,47.61,34.13,13.28,15844.0,11.03,13.9,16.43,5331.0,11816.0,12074.0,1619953.5,25.39,6.84,108.64,-319279309.5,10.07,10.6,3.04,24.83,21.42,51.52,13759708513.0,2.18,279.22,4.49,3.26,111.75,48.36,20515.57,3.38,28144331507.0,3.7,12550.0,70041413822.0,4.255,258655000.0,32.94,7.2,95210004.0,67.0,72.0,18.79,42.0,39.84,1.56,2.455,52.03,79.69,39.47,4154629.0,91605.6,69.74,65.53,67.57,105.97,30.3,30.99,8031000000.0,10024000000.0,36.05,0.74,133.65,22.0,0.05,2.29,0.665,5.11,-4.55,-14992.0,625900024.4,1.63,25.48,67.74,6.78,0.69,13.89,49.64,6719538.0,0.4,5.9,0.34,103.38,21.04,20.2,32.15,20.955,7.4,13.9,1735323.5,42.71,101.99,99.1,41.0,2213.18,22.02,100430.0,62150000.0,14.025,8424740406.0,94.645,3.83,4022829.0,57.29,58.9,43.96
100.0,8.385,45.32,29.01,12.39,15844.0,9.245000000000001,9.68,13.7,1635.2,11816.0,12074.0,1619953.5,15.9,1.75,84.35,-319279309.5,6.44,9.1,9.32,24.83,22.84,51.52,10348874167.0,1.69,68.29,12.07,33.1,89.6,6.64,107656.3,3.38,359000000000.0,4.72,15040.0,70041413822.0,4.255,150230000.0,22.195,0.38,96091680.0,98.0,99.0,21.53,12.0,38.01,3.4450000000000003,2.455,52.455,67.62,44.875,4154629.0,91605.6,76.81,71.25,73.88,102.36,33.01,38.43,71646000000.0,49086000000.0,33.62,2.19,154.55,12.4,0.08,3.45,0.665,4.69,-4.13,-563.5,303769989.0,1.17,23.81,68.81,7.38,0.72,25.2,49.47,6719538.0,0.1,6.1,0.27,97.09,5.59,0.9,128.5,20.955,8.55,13.9,20798288.0,23.66,99.91,95.23,55.8,3128.53,22.02,100430.0,62150000.0,14.025,8424740406.0,94.645,9.28,4022829.0,76.35,38.83,39.8
100.0,9.44,71.03,21.71,3.28,20505.0,9.245000000000001,11.45,27.37,2729.6,11816.0,12074.0,1619953.5,14.28,3.41,127.72,-319279309.5,4.75,10.7,4.96,24.83,37.32,51.52,25341439233.0,3.5,55.18,14.83,5.9,127.65,1.9,8250.0,3.38,210000000000.0,1.5,12470.0,543000000000.0,4.255,258655000.0,22.195,5.99,95210004.0,78.0,75.0,24.18,24.0,24.14,6.04,2.455,52.455,69.17,44.875,10683686.0,434128.0,72.42,68.2,70.38,123.89,0.04,5.86,91514000000.0,50707000000.0,67.82,2.3,93.6,24.3,0.87,41.59,0.665,4.69,-4.13,-563.5,480160003.65,1.08,38.12,58.47,3.41,2.27,23.86,49.93,43533592.0,0.1,16.3,0.38,97.09,28.88,1.1,35.2,20.955,8.55,13.9,12572937.0,28.88,99.91,95.23,55.27,21.32,22.02,435050.0,62150000.0,14.025,64231022303.0,94.645,16.17,4022829.0,71.12,22.14,27.63
100.0,8.385,53.24,62.96,0.99,15844.0,3.23,6.33,12.0,3062.55,11816.0,12074.0,1619953.5,0.99,0.96,95.17,-319279309.5,6.8,3.0,1.09,24.83,34.89,51.52,13759708513.0,1.78,92.2,31.36,25.7,119.25,11.41,7860.2,0.57,28144331507.0,5.15,16040.0,429000000000.0,3.01,258655000.0,37.11,5.99,95210004.0,94.0,90.0,42.61,4.8,38.47,2.34,2.455,57.85,68.94,46.48,2551560.0,68890.0,84.3,80.5,82.35,121.26,61.57,54.37,8031000000.0,120000000000.0,60.57,0.25,107.77,3.2,3.265,60.85,0.665,4.61,-4.13,15320.0,480160003.65,0.01,19.91,65.26,14.83,0.95,24.68,50.45,5033164.0,0.2,2.5,0.89,98.35,22.5,12.7,49.0,19.44,8.55,13.9,1816368.0,36.09,99.98,95.23,78.78,597.575,22.02,70280.0,62150000.0,14.025,13246996093.0,94.645,6.19,3216796.0,63.91,6.11,14.05
100.0,8.385,58.58,68.77,0.34,15844.0,9.245000000000001,40.7,8.53,3062.55,11816.0,12074.0,1619953.5,3.5999999999999996,1.81,104.94,-319279309.5,10.6,6.3,3.99,24.83,34.89,51.52,13759708513.0,1.56,92.2,11.86,12.4,105.58000000000001,6.07,34.6,3.38,7931193222.0,3.84,16040.0,70041413822.0,4.255,258655000.0,22.195,5.99,95210004.0,90.0,89.0,42.61,42.0,9.42,3.4450000000000003,2.455,52.455,69.39500000000001,44.875,4154629.0,570.0,82.53,78.56,80.53,105.97,30.3,22.42,8031000000.0,10024000000.0,57.73,1.495,111.96,15.4,3.265,60.85,0.665,4.69,-4.13,517.0,480160003.65,1.63,14.9,63.06,22.04,0.26,21.72,50.47,84263.0,0.4,5.2,0.44,97.09,23.78,3.2,32.15,20.955,8.55,13.9,39540.0,46.92,99.91,95.23,55.27,597.575,22.02,570.0,62150000.0,14.025,8424740406.0,94.645,6.035,44723.0,53.08,29.265,27.884999999999998
100.0,8.385,66.94,29.74,1.26,23090.0,9.245000000000001,17.42,19.7,3353.4,11816.0,12074.0,1619953.5,0.04,0.02,94.81,-319279309.5,5.4,8.5,2.39,24.83,29.4,51.52,13759708513.0,3.0,265.38,29.71,39.1,101.44,6.47,1400.0,3.38,28144331507.0,8.61,45530.0,427000000000.0,6.18,258655000.0,29.27,5.99,95210004.0,98.0,99.0,25.8,2.8,17.17,1.51,2.455,59.68,67.06,47.79,4262382.0,21640.0,84.6,80.5,82.5,105.12,66.83,46.9,60159000000.0,92155000000.0,31.18,1.495,140.45,3.4,3.265,60.85,0.665,5.37,-4.45,16856.0,480160003.65,4.74,28.17,59.9,11.93,1.68,21.72,50.14,9371400.0,0.4,2.5,0.44,94.71,28.33,6.2,0.75,27.66,8.55,13.9,686549.0,7.33,96.25,96.93,58.99,13021.96,22.02,22070.0,62150000.0,14.025,8424740406.0,94.645,4.81,8684851.0,92.67,7.2,9.4
